Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90_Playing,Gls,G.A,G_minus_PK,PK,PKatt,xAG_Expected,npxG.xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G.A_Per,G_minus_PK_Per,G.A_minus_PK_Per,xG_Per,xAG_Per,xG.xAG_Per,npxG_Per,npxG.xAG_Per,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,xAG,xA_Expected,A_minus_xAG_Expected,KP,Final_Third,PPA,CrsPA,PrgP,Touches_Touches,Def.Pen_Touches,Def.3rd_Touches,Mid.3rd_Touches,Att.3rd_Touches,Att.Pen_Touches,Live_Touches,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,npxG_per_Sh_Expected,G_minus_xG_Expected,np.G_minus_xG_Expected,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,X2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,Career_Injuries_Duration,Career_Games_Missed,Weekly_Wages_Pounds,Annual_Wages_Pounds,Row_Number
2024,Sheffield Utd,Premier League,James Mcatee,ENG,"MF,FW",20.0,2002.0,20.2,3,6,2,1,1,2.9,5.2,55.0,51.0,110.0,0.15,0.15,0.3,0.1,0.25,0.15,0.15,0.3,0.11,0.26,362.0,530.0,68.3,5320.0,1456.0,209.0,263.0,79.5,113.0,168.0,67.3,25.0,56.0,44.6,2.9,2.1,0.1,28.0,30.0,25.0,3.0,51.0,784.0,23.0,119.0,315.0,366.0,68.0,783.0,92.0,33.0,35.9,52.0,56.5,451.0,3228.0,1444.0,55.0,33.0,18.0,49.0,40.0,475.0,110.0,30,1822,61,53.3,20.2,20,78.0,7,10,25.0,2,0.5,19,65,-46,-2.27,-0.98,21.8,39.9,-18.0,-0.89,0.25,3,25,8,32.0,1.23,0.4,0.08,0.25,18.6,2.0,1,1,0.09,-0.1,-0.3,60.0,2.97,45.0,4.0,5.0,4.0,2.0,0.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0,0,15,29,1,36,11,21,0.0,0.0,0,96.0,10.0,31.0,24.4,530.0,484.0,42.0,7.0,6.0,1.0,36,1.0,7.0,5.0,0.0,0.0,362.0,4.0,17.0,,,15000.0,780000.0,2325
2024,Sheffield Utd,Premier League,Oliver McBurnie,SCO,FW,27.0,1996.0,14.2,6,9,4,2,2,2.0,7.3,6.0,30.0,60.0,0.42,0.21,0.63,0.28,0.49,0.48,0.14,0.62,0.37,0.51,242.0,408.0,59.3,2917.0,746.0,163.0,256.0,63.7,57.0,97.0,58.8,4.0,7.0,57.1,2.0,2.0,1.0,12.0,27.0,5.0,1.0,30.0,583.0,31.0,68.0,288.0,230.0,74.0,581.0,17.0,6.0,35.3,10.0,58.8,245.0,923.0,305.0,6.0,11.0,4.0,25.0,18.0,420.0,60.0,21,1280,61,37.4,14.2,15,75.0,6,6,25.0,3,0.29,20,40,-20,-1.41,0.65,18.2,25.8,-7.6,-0.53,0.76,6,31,15,48.4,2.18,1.05,0.13,0.27,11.9,0.0,2,2,0.17,-0.9,-1.3,29.0,2.04,24.0,0.0,0.0,2.0,3.0,0.0,7.0,0.49,6.0,0.0,0.0,0.0,1.0,0.0,2,19,27,4,5,5,7,1.0,0.0,0,41.0,110.0,113.0,49.3,408.0,400.0,3.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,242.0,5.0,14.0,,,25000.0,1300000.0,2326
2024,Sheffield Utd,Premier League,Rhys Norrington-Davies,WAL,DF,24.0,1999.0,1.2,0,0,0,0,0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,48.0,67.0,71.6,811.0,222.0,23.0,25.0,92.0,23.0,31.0,74.2,2.0,7.0,28.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,77.0,4.0,26.0,38.0,14.0,1.0,77.0,1.0,1.0,100.0,0.0,0.0,46.0,266.0,119.0,3.0,1.0,0.0,2.0,2.0,47.0,6.0,5,110,22,3.2,1.2,2,27.0,0,3,19.0,1,0.8,1,6,-5,-4.09,-2.35,1.7,2.5,-0.7,-0.6,0.42,0,0,0,,0.0,0.0,,,,0.0,0,0,,0.0,0.0,1.0,0.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,1,2,1,1,0.0,0.0,0,4.0,1.0,1.0,50.0,67.0,55.0,12.0,1.0,0.0,1.0,2,11.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0,194.0,37.0,4000.0,208000.0,2327
2024,Sheffield Utd,Premier League,Oliver Norwood,NIR,MF,32.0,1991.0,16.0,1,1,0,1,1,0.6,0.9,3.0,73.0,10.0,0.06,0.0,0.06,0.0,0.0,0.07,0.04,0.11,0.02,0.06,634.0,911.0,69.6,12291.0,4646.0,246.0,296.0,83.1,262.0,321.0,81.6,105.0,253.0,41.5,0.6,1.2,-0.6,17.0,67.0,11.0,2.0,73.0,1068.0,65.0,327.0,575.0,170.0,6.0,1067.0,3.0,1.0,33.3,1.0,33.3,470.0,1695.0,666.0,3.0,5.0,0.0,9.0,4.0,630.0,10.0,27,1440,53,42.1,16.0,16,82.0,12,11,11.0,9,0.44,12,47,-35,-2.19,-0.64,12.2,35.8,-23.6,-1.47,-0.8,1,14,5,35.7,0.87,0.31,0.0,0.0,32.9,0.0,1,1,0.02,-0.1,-0.3,32.0,2.0,19.0,12.0,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0,15,9,0,52,21,26,0.0,1.0,0,98.0,14.0,16.0,46.7,911.0,813.0,95.0,55.0,2.0,8.0,52,1.0,35.0,5.0,25.0,2.0,634.0,3.0,10.0,,,20000.0,1040000.0,2328
2024,Sheffield Utd,Premier League,Ben Osborn,ENG,"DF,MF",28.0,1994.0,15.2,0,2,0,0,0,0.9,1.1,16.0,55.0,44.0,0.0,0.13,0.13,0.0,0.13,0.01,0.06,0.07,0.01,0.07,448.0,608.0,73.7,7007.0,2650.0,253.0,281.0,90.0,145.0,194.0,74.7,35.0,90.0,38.9,0.9,0.9,1.1,13.0,34.0,11.0,8.0,55.0,735.0,37.0,210.0,315.0,216.0,9.0,735.0,14.0,7.0,50.0,7.0,50.0,373.0,1640.0,751.0,16.0,11.0,1.0,14.0,10.0,419.0,44.0,24,1367,57,40.0,15.2,14,77.0,10,10,28.0,5,0.42,19,40,-21,-1.38,0.72,18.2,28.4,-10.2,-0.67,0.57,0,4,0,0.0,0.26,0.0,0.0,,23.5,0.0,0,0,0.06,-0.2,-0.2,24.0,1.58,22.0,1.0,0.0,0.0,1.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0,8,9,1,47,8,9,0.0,0.0,1,80.0,6.0,22.0,21.4,608.0,526.0,77.0,8.0,1.0,1.0,47,50.0,12.0,10.0,0.0,0.0,448.0,5.0,15.0,24.0,5.0,20000.0,1040000.0,2329
2024,Sheffield Utd,Premier League,William Osula,DEN,FW,19.0,2003.0,8.7,0,0,0,0,0,0.1,1.7,7.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.2,0.19,0.2,49.0,93.0,52.7,592.0,88.0,33.0,56.0,58.9,8.0,20.0,40.0,2.0,5.0,40.0,0.1,0.2,-0.1,1.0,3.0,2.0,1.0,2.0,200.0,9.0,24.0,78.0,104.0,28.0,200.0,17.0,3.0,17.6,12.0,70.6,108.0,606.0,224.0,7.0,8.0,3.0,32.0,15.0,140.0,41.0,21,786,37,23.0,8.7,9,60.0,1,12,20.0,9,0.29,4,23,-19,-2.18,-0.47,5.1,20.3,-15.2,-1.74,-0.95,0,21,8,38.1,2.4,0.92,0.0,0.0,14.4,0.0,0,0,0.08,-1.6,-1.6,12.0,1.37,3.0,0.0,1.0,5.0,3.0,0.0,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0,0,15,12,6,2,2,2,0.0,0.0,0,12.0,24.0,70.0,25.5,93.0,90.0,2.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,49.0,1.0,1.0,,,12500.0,650000.0,2330
2024,Sheffield Utd,Premier League,Jack Robinson,ENG,DF,29.0,1993.0,32.1,1,2,1,0,0,1.2,2.4,8.0,63.0,14.0,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,894.0,1254.0,71.3,17460.0,7680.0,318.0,364.0,87.4,452.0,554.0,81.6,113.0,286.0,39.5,1.2,1.0,-0.2,12.0,66.0,7.0,4.0,63.0,1567.0,235.0,793.0,606.0,177.0,31.0,1567.0,11.0,5.0,45.5,3.0,27.3,685.0,2943.0,1429.0,8.0,6.0,1.0,18.0,5.0,785.0,14.0,34,2885,85,84.4,32.1,31,89.0,27,3,40.0,0,0.47,30,83,-53,-1.65,1.04,30.9,62.5,-31.6,-0.99,0.15,1,14,5,35.7,0.44,0.16,0.07,0.2,12.7,0.0,0,0,0.09,-0.2,-0.2,23.0,0.72,12.0,7.0,0.0,3.0,0.0,1.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0,19,16,1,12,33,28,0.0,0.0,2,135.0,69.0,45.0,60.5,1254.0,1044.0,205.0,32.0,1.0,7.0,12,173.0,0.0,0.0,0.0,0.0,894.0,5.0,21.0,1181.0,269.0,25000.0,1300000.0,2331
2024,Sheffield Utd,Premier League,Vinicius Souza,BRA,MF,24.0,1999.0,29.6,1,1,1,0,0,0.2,0.8,7.0,66.0,21.0,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,790.0,994.0,79.5,12856.0,3441.0,382.0,438.0,87.2,333.0,394.0,84.5,50.0,89.0,56.2,0.2,0.5,-0.2,4.0,60.0,5.0,1.0,66.0,1381.0,125.0,489.0,706.0,200.0,35.0,1381.0,30.0,17.0,56.7,11.0,36.7,581.0,2689.0,979.0,7.0,6.0,5.0,33.0,25.0,712.0,21.0,36,2668,74,78.0,29.6,29,84.0,20,7,32.0,2,0.44,27,80,-53,-1.79,0.13,27.9,60.6,-32.7,-1.1,-0.42,1,14,6,42.9,0.47,0.2,0.07,0.17,21.5,0.0,0,0,0.05,0.4,0.4,26.0,0.88,22.0,1.0,0.0,1.0,0.0,2.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0,0,48,14,2,10,32,76,0.0,1.0,0,153.0,64.0,38.0,62.7,994.0,978.0,13.0,10.0,0.0,8.0,10,2.0,0.0,0.0,0.0,0.0,790.0,3.0,30.0,,,30000.0,1560000.0,2332
2024,Sheffield Utd,Premier League,Luke Thomas,ENG,DF,22.0,2001.0,10.2,0,0,0,0,0,0.1,0.6,8.0,33.0,22.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,234.0,319.0,73.4,3866.0,1408.0,115.0,133.0,86.5,96.0,121.0,79.3,19.0,44.0,43.2,0.1,0.2,-0.1,2.0,23.0,5.0,2.0,33.0,430.0,34.0,160.0,188.0,88.0,11.0,430.0,10.0,5.0,50.0,4.0,40.0,191.0,803.0,391.0,8.0,7.0,1.0,11.0,5.0,230.0,22.0,12,917,76,26.8,10.2,11,81.0,7,1,23.0,4,0.42,5,29,-24,-2.36,-0.74,7.9,21.8,-13.9,-1.36,-0.48,0,6,1,16.7,0.59,0.1,0.0,0.0,15.1,0.0,0,0,0.09,-0.5,-0.5,10.0,0.98,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,13,0,13,10,9,0.0,0.0,0,39.0,10.0,15.0,40.0,319.0,287.0,32.0,1.0,0.0,0.0,13,31.0,0.0,0.0,0.0,0.0,234.0,0.0,14.0,,,15000.0,780000.0,2333
2024,Sheffield Utd,Premier League,Auston Trusty,USA,DF,24.0,1998.0,28.6,0,0,0,0,0,1.1,1.5,10.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,701.0,920.0,76.2,12342.0,4628.0,281.0,330.0,85.2,355.0,443.0,80.1,50.0,106.0,47.2,1.1,0.8,-1.1,8.0,24.0,4.0,2.0,40.0,1264.0,231.0,712.0,452.0,105.0,27.0,1264.0,12.0,6.0,50.0,5.0,41.7,509.0,1993.0,797.0,10.0,7.0,2.0,17.0,4.0,583.0,15.0,32,2572,80,75.2,28.6,28,89.0,24,4,21.0,6,0.38,22,81,-59,-2.06,-1.0,27.3,53.9,-26.7,-0.93,0.31,0,8,2,25.0,0.28,0.07,0.0,0.0,13.0,0.0,0,0,0.05,-0.4,-0.4,16.0,0.56,11.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,13,3,5,35,30,0.0,1.0,0,89.0,61.0,49.0,55.5,920.0,842.0,76.0,7.0,0.0,0.0,5,68.0,0.0,0.0,0.0,0.0,701.0,2.0,11.0,,,25000.0,1300000.0,2334
2024,Strasbourg,Ligue 1,Dilane Bakwa,FRA,"FW,MF",20.0,2002.0,24.2,3,9,3,0,0,6.2,9.4,94.0,92.0,204.0,0.12,0.25,0.37,0.12,0.37,0.13,0.26,0.39,0.13,0.39,587.0,862.0,68.1,10108.0,3121.0,282.0,345.0,81.7,214.0,299.0,71.6,64.0,153.0,41.8,6.2,4.6,-0.2,49.0,50.0,36.0,10.0,92.0,1158.0,20.0,127.0,487.0,577.0,75.0,1158.0,121.0,52.0,43.0,62.0,51.2,806.0,6019.0,2898.0,94.0,76.0,24.0,49.0,38.0,756.0,204.0,31,2177,70,71.1,24.2,25,80.0,10,6,31.0,2,1.16,24,34,-10,-0.41,-0.21,28.2,30.3,-2.1,-0.09,0.08,3,44,12,27.3,1.82,0.5,0.07,0.25,19.6,4.0,0,0,0.07,-0.2,-0.2,107.0,4.42,54.0,27.0,13.0,5.0,7.0,1.0,10.0,0.41,4.0,4.0,1.0,1.0,0.0,0.0,0,32,75,3,155,20,22,0.0,0.0,0,114.0,12.0,22.0,35.3,862.0,705.0,154.0,49.0,9.0,5.0,155,33.0,72.0,43.0,22.0,1.0,587.0,3.0,28.0,,,11585.0,602418.0,2335
2024,Strasbourg,Ligue 1,Steven Baseya,FRA,DF,18.0,2005.0,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,91.7,203.0,78.0,3.0,3.0,100.0,8.0,8.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,9.0,6.0,0.0,0.0,15.0,0.0,0.0,,0.0,,9.0,38.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2,6,3,0.2,0.1,0,,0,2,3.0,10,2.0,0,0,0,0.0,0.35,0.0,0.1,-0.1,-1.53,-1.43,0,0,0,,0.0,0.0,,,,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0,2.0,0.0,2.0,0.0,12.0,11.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,,1986.0,103272.0,2336
2024,Strasbourg,Ligue 1,Jean-Ricner Bellegarde,FRA,"MF,FW",25.0,1998.0,3.0,2,4,2,0,0,1.5,2.1,9.0,11.0,10.0,0.67,0.67,1.34,0.67,1.34,0.19,0.51,0.69,0.19,0.69,67.0,96.0,69.8,1138.0,298.0,30.0,38.0,78.9,32.0,43.0,74.4,5.0,10.0,50.0,1.5,1.1,0.5,3.0,10.0,1.0,0.0,11.0,135.0,2.0,27.0,68.0,44.0,5.0,135.0,15.0,8.0,53.3,5.0,33.3,102.0,751.0,275.0,9.0,7.0,1.0,6.0,13.0,88.0,10.0,3,269,90,8.8,3.0,3,90.0,2,0,,0,2.0,4,4,0,0.0,0.39,5.2,2.6,2.5,0.85,1.05,2,5,3,60.0,1.67,1.0,0.4,0.67,22.5,2.0,0,0,0.11,1.4,1.4,6.0,2.01,4.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0,3,8,0,8,4,3,0.0,0.0,0,19.0,0.0,5.0,0.0,96.0,88.0,6.0,1.0,0.0,0.0,8,0.0,5.0,3.0,2.0,0.0,67.0,2.0,1.0,102.0,15.0,35000.0,1820000.0,2338
2024,Strasbourg,Ligue 1,Ângelo Borges,BRA,"FW,MF",18.0,2004.0,12.2,0,3,0,0,0,3.3,3.7,50.0,59.0,109.0,0.0,0.25,0.25,0.0,0.25,0.04,0.27,0.31,0.04,0.31,300.0,426.0,70.4,4918.0,1875.0,139.0,180.0,77.2,129.0,171.0,75.4,22.0,49.0,44.9,3.3,3.0,-0.3,26.0,32.0,25.0,9.0,59.0,593.0,7.0,76.0,261.0,282.0,27.0,593.0,56.0,30.0,53.6,23.0,41.1,464.0,4032.0,1883.0,50.0,47.0,6.0,44.0,24.0,411.0,109.0,21,1094,52,35.8,12.2,11,77.0,5,10,25.0,1,1.05,11,17,-6,-0.49,-0.22,14.3,18.8,-4.5,-0.37,-0.4,0,9,4,44.4,0.74,0.33,0.0,0.0,22.2,0.0,0,0,0.05,-0.4,-0.4,54.0,4.45,43.0,2.0,5.0,1.0,2.0,1.0,6.0,0.49,5.0,0.0,0.0,0.0,1.0,0.0,0,12,22,2,42,9,11,1.0,0.0,0,82.0,2.0,7.0,22.2,426.0,410.0,15.0,3.0,4.0,1.0,42,4.0,5.0,3.0,1.0,0.0,300.0,1.0,13.0,,,24825.0,1290895.0,2339
2024,Strasbourg,Ligue 1,Thomas Delaine,FRA,"DF,MF",31.0,1992.0,22.7,1,2,1,0,0,3.6,5.3,63.0,52.0,151.0,0.04,0.04,0.09,0.04,0.09,0.07,0.16,0.23,0.07,0.23,638.0,882.0,72.3,10860.0,3569.0,284.0,336.0,84.5,288.0,388.0,74.2,53.0,110.0,48.2,3.6,3.0,-2.6,26.0,30.0,23.0,12.0,52.0,1097.0,59.0,304.0,415.0,386.0,26.0,1097.0,33.0,19.0,57.6,14.0,42.4,692.0,4524.0,2037.0,63.0,45.0,5.0,33.0,11.0,627.0,151.0,27,2044,76,66.8,22.7,24,83.0,11,3,20.0,3,1.15,28,31,-3,-0.13,0.67,26.5,30.1,-3.7,-0.16,-0.16,1,12,2,16.7,0.53,0.09,0.08,0.5,15.1,0.0,0,0,0.14,-0.7,-0.7,49.0,2.16,34.0,8.0,4.0,1.0,2.0,0.0,6.0,0.26,1.0,2.0,1.0,0.0,2.0,0.0,0,39,21,1,104,17,19,0.0,1.0,0,77.0,17.0,17.0,50.0,882.0,699.0,179.0,24.0,2.0,1.0,104,146.0,9.0,0.0,8.0,0.0,638.0,4.0,25.0,167.0,26.0,8606.0,447510.0,2340
2024,Strasbourg,Ligue 1,Jessy Deminguet,FRA,"MF,FW",25.0,1998.0,7.7,0,0,0,0,0,0.4,0.7,7.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,221.0,258.0,85.7,3891.0,1010.0,105.0,112.0,93.8,85.0,96.0,88.5,25.0,41.0,61.0,0.4,0.6,-0.4,2.0,31.0,3.0,0.0,24.0,334.0,10.0,67.0,199.0,75.0,8.0,334.0,7.0,2.0,28.6,4.0,57.1,238.0,1408.0,438.0,7.0,10.0,1.0,11.0,5.0,209.0,13.0,18,690,38,22.5,7.7,9,68.0,2,9,9.0,13,1.33,7,12,-5,-0.65,-0.39,8.1,9.0,-0.9,-0.12,-0.02,0,3,1,33.3,0.39,0.13,0.0,0.0,9.1,0.0,0,0,0.09,-0.3,-0.3,8.0,1.04,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,9,1,9,9,9,0.0,0.0,0,40.0,6.0,6.0,50.0,258.0,231.0,25.0,13.0,1.0,3.0,9,5.0,7.0,2.0,1.0,0.0,221.0,2.0,1.0,7.0,1.0,9930.0,516358.0,2341
2024,Strasbourg,Ligue 1,Habib Diarra,SEN,"MF,FW",19.0,2004.0,25.6,3,4,2,1,1,1.3,3.9,59.0,107.0,88.0,0.12,0.04,0.16,0.08,0.12,0.13,0.05,0.18,0.1,0.15,735.0,874.0,84.1,14234.0,2751.0,275.0,326.0,84.4,350.0,394.0,88.8,100.0,129.0,77.5,1.3,1.8,-0.3,21.0,73.0,23.0,1.0,107.0,1107.0,30.0,202.0,623.0,308.0,30.0,1106.0,60.0,33.0,55.0,20.0,33.3,859.0,5471.0,2388.0,59.0,62.0,10.0,37.0,28.0,786.0,88.0,31,2305,74,75.3,25.6,28,80.0,16,3,22.0,0,1.13,27,37,-10,-0.39,-0.15,27.9,32.8,-4.9,-0.19,-0.33,3,38,14,36.8,1.48,0.55,0.05,0.14,21.2,1.0,1,1,0.07,-0.4,-0.7,51.0,1.99,38.0,0.0,5.0,1.0,4.0,3.0,4.0,0.16,2.0,0.0,1.0,0.0,1.0,0.0,0,40,41,1,22,17,23,0.0,0.0,0,112.0,14.0,25.0,35.9,874.0,850.0,23.0,8.0,3.0,4.0,22,4.0,3.0,2.0,0.0,0.0,735.0,1.0,13.0,,,21184.0,1101563.0,2342
2024,Strasbourg,Ligue 1,Ismaël Doukouré,FRA,"MF,DF",20.0,2003.0,18.4,0,0,0,0,0,0.2,0.5,15.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,660.0,771.0,85.6,12844.0,3733.0,237.0,276.0,85.9,341.0,367.0,92.9,75.0,108.0,69.4,0.2,0.4,-0.2,9.0,62.0,5.0,0.0,80.0,919.0,56.0,273.0,585.0,72.0,2.0,919.0,31.0,22.0,71.0,9.0,29.0,672.0,3877.0,1720.0,15.0,16.0,0.0,11.0,24.0,607.0,7.0,22,1656,75,54.1,18.4,19,82.0,12,3,33.0,5,1.0,17,30,-13,-0.71,-0.77,18.2,26.6,-8.4,-0.46,-0.76,0,9,0,0.0,0.49,0.0,0.0,,25.5,0.0,0,0,0.03,-0.3,-0.3,24.0,1.3,19.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,11,0,0,19,16,0.0,0.0,1,100.0,14.0,17.0,45.2,771.0,729.0,40.0,23.0,4.0,7.0,0,8.0,0.0,0.0,0.0,0.0,660.0,2.0,9.0,68.0,12.0,6620.0,344239.0,2343
2024,Strasbourg,Ligue 1,Emanuel Emegha,NED,FW,20.0,2003.0,23.1,8,9,8,0,1,0.4,10.4,24.0,11.0,115.0,0.35,0.04,0.39,0.35,0.39,0.47,0.02,0.49,0.43,0.45,215.0,294.0,73.1,2721.0,378.0,124.0,168.0,73.8,69.0,90.0,76.7,1.0,5.0,20.0,0.4,0.4,0.6,9.0,11.0,2.0,0.0,11.0,504.0,28.0,44.0,237.0,232.0,88.0,503.0,34.0,10.0,29.4,22.0,64.7,352.0,2016.0,598.0,24.0,19.0,13.0,46.0,29.0,366.0,115.0,28,2078,74,67.9,23.1,23,82.0,8,5,40.0,0,1.21,27,32,-5,-0.22,0.42,26.7,29.4,-2.7,-0.12,-0.03,8,47,20,42.6,2.04,0.87,0.17,0.4,12.0,0.0,0,1,0.21,-2.8,-2.0,28.0,1.21,16.0,0.0,5.0,3.0,4.0,0.0,5.0,0.22,1.0,0.0,1.0,2.0,1.0,0.0,0,26,24,12,1,2,5,1.0,0.0,0,41.0,33.0,66.0,33.3,294.0,278.0,16.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,215.0,0.0,10.0,32.0,7.0,12412.0,645447.0,2344
2024,Strasbourg,Ligue 1,Kévin Gameiro,FRA,"FW,MF",36.0,1987.0,15.0,4,6,2,2,2,2.7,4.6,26.0,44.0,81.0,0.27,0.13,0.4,0.13,0.27,0.23,0.18,0.41,0.12,0.31,373.0,461.0,80.9,5374.0,1194.0,214.0,247.0,86.6,112.0,141.0,79.4,25.0,31.0,80.6,2.7,3.0,-0.7,24.0,28.0,10.0,1.0,44.0,571.0,5.0,51.0,272.0,256.0,46.0,569.0,13.0,7.0,53.8,5.0,38.5,448.0,2487.0,909.0,26.0,25.0,10.0,25.0,15.0,428.0,81.0,27,1346,50,44.0,15.0,15,71.0,3,12,24.0,2,1.3,19,26,-7,-0.47,-0.21,18.3,22.7,-4.3,-0.29,-0.32,4,27,10,37.0,1.81,0.67,0.07,0.2,19.8,1.0,2,2,0.07,0.6,0.1,52.0,3.48,43.0,0.0,2.0,6.0,1.0,0.0,5.0,0.33,2.0,0.0,0.0,3.0,0.0,0.0,0,3,6,3,10,3,10,0.0,0.0,0,48.0,4.0,12.0,25.0,461.0,448.0,12.0,1.0,4.0,1.0,10,0.0,0.0,0.0,0.0,0.0,373.0,1.0,14.0,411.0,76.0,23170.0,1204835.0,2345
