"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2024,"Darmstadt 98","Bundesliga","Bartol Franjić","CRO","MF","23",2000,13.7,689,44,214,410,72,7,689,13,7,53.8,6,46.2,327,1782,841,13,8,1,13,8,418,14,"https://fbref.com/en/players/697dc00a/Bartol-Franjic"
2024,"Darmstadt 98","Bundesliga","Klaus Gjasula","ALB","DF,MF","33",1989,15.1,921,81,379,465,78,12,921,5,3,60,2,40,462,2524,1196,8,8,0,7,6,560,7,"https://fbref.com/en/players/431c837b/Klaus-Gjasula"
2024,"Darmstadt 98","Bundesliga","Fabian Holland","GER","MF,DF","33",1990,20.4,1111,54,291,619,209,18,1111,15,8,53.3,6,40,585,2669,1313,11,12,1,22,9,692,47,"https://fbref.com/en/players/017018d1/Fabian-Holland"
2024,"Darmstadt 98","Bundesliga","Gerrit Holtmann","PHI","MF,FW","28",1995,4.4,224,7,37,92,101,11,224,15,7,46.7,6,40,109,850,441,13,11,8,15,13,134,20,"https://fbref.com/en/players/2979c05a/Gerrit-Holtmann"
2024,"Darmstadt 98","Bundesliga","Mathias Honsak","AUT","FW,MF","26",1996,11.3,476,27,99,181,199,36,476,30,9,30,21,70,271,1432,571,22,14,8,51,14,326,62,"https://fbref.com/en/players/3dbdbb6a/Mathias-Honsak"
2024,"Darmstadt 98","Bundesliga","Fraser Hornby","SCO","FW,MF","23",1999,2.4,91,5,8,34,51,18,91,4,1,25,3,75,38,234,125,7,3,4,4,4,57,7,"https://fbref.com/en/players/29aee77c/Fraser-Hornby"
2024,"Darmstadt 98","Bundesliga","Thomas Isherwood","SWE","DF","25",1998,7.1,345,53,208,127,11,2,345,1,1,100,0,0,189,1059,587,6,6,0,3,0,220,1,"https://fbref.com/en/players/2be28a0c/Thomas-Isherwood"
2024,"Darmstadt 98","Bundesliga","Julian Justvan","GER","MF,FW","25",1998,11.4,517,15,75,259,191,20,517,37,16,43.2,19,51.4,291,1675,827,20,19,5,15,10,338,50,"https://fbref.com/en/players/ab1a72b4/Julian-Justvan"
2024,"Darmstadt 98","Bundesliga","Emir Karic","AUT","DF","26",1997,19.8,1407,69,389,689,344,14,1407,29,18,62.1,10,34.5,697,3756,2268,56,32,1,20,10,869,85,"https://fbref.com/en/players/7bbb0ac4/Emir-Karic"
2024,"Darmstadt 98","Bundesliga","Tobias Kempe","GER","MF","34",1989,15,690,22,117,336,247,29,687,19,8,42.1,10,52.6,314,1620,696,15,12,3,28,11,365,46,"https://fbref.com/en/players/d7cdfd81/Tobias-Kempe"
2024,"Darmstadt 98","Bundesliga","Christoph Klarer","AUT","DF","23",2000,26.2,1440,183,768,590,88,32,1440,7,6,85.7,1,14.3,786,3453,1776,9,7,2,6,6,988,11,"https://fbref.com/en/players/144e8717/Christoph-Klarer"
2024,"Darmstadt 98","Bundesliga","Matej Maglica","CRO","DF","24",1998,18.9,1220,137,629,529,67,13,1220,4,1,25,3,75,626,2954,1542,11,11,1,8,6,739,5,"https://fbref.com/en/players/36cf2caf/Matej-Maglica"
2024,"Darmstadt 98","Bundesliga","Braydon Manu","GHA","MF","26",1997,1.9,56,1,9,24,24,4,56,9,4,44.4,5,55.6,34,203,120,5,0,1,2,1,37,9,"https://fbref.com/en/players/e9a97974/Braydon-Manu"
2024,"Darmstadt 98","Bundesliga","Marvin Mehlem","GER","MF","25",1997,16.5,785,21,137,411,242,40,785,24,10,41.7,12,50,405,1984,861,27,16,13,37,19,494,73,"https://fbref.com/en/players/10876d02/Marvin-Mehlem"
2024,"Darmstadt 98","Bundesliga","Andreas Müller","GER","MF","23",2000,3.9,208,6,51,126,34,1,208,2,0,0,2,100,98,506,189,3,4,0,4,2,131,7,"https://fbref.com/en/players/2244908c/Andreas-Muller"
2024,"Darmstadt 98","Bundesliga","Jannik Müller","GER","DF,MF","29",1994,12.6,687,61,332,312,51,5,687,4,2,50,2,50,314,1546,807,8,5,0,10,3,369,7,"https://fbref.com/en/players/796a5f30/Jannik-Muller"
2024,"Darmstadt 98","Bundesliga","Fabian Nürnberger","GER","DF,MF","24",1999,16.8,1043,28,237,479,332,26,1043,33,18,54.5,15,45.5,584,3317,1546,35,26,7,15,14,670,91,"https://fbref.com/en/players/178018f9/Fabian-Nurnberger"
2024,"Darmstadt 98","Bundesliga","Luca Pfeiffer","GER","FW,MF","26",1996,18,565,25,66,266,237,59,565,21,7,33.3,9,42.9,278,1365,529,15,14,2,23,19,373,81,"https://fbref.com/en/players/83e1f40e/Luca-Pfeiffer"
2024,"Darmstadt 98","Bundesliga","Sebastian Polter","GER","FW","32",1991,5,161,6,11,78,73,23,161,5,2,40,3,60,80,311,78,5,1,1,16,7,133,26,"https://fbref.com/en/players/3745e8bd/Sebastian-Polter"
2024,"Darmstadt 98","Bundesliga","Clemens Riedel","GER","DF","20",2003,8.4,667,49,261,339,73,6,667,8,4,50,4,50,424,2084,1146,4,10,0,3,2,460,27,"https://fbref.com/en/players/77cfae67/Clemens-Riedel"
2024,"Darmstadt 98","Bundesliga","Frank Ronstadt","GER","DF,MF","26",1997,0.8,56,5,14,27,16,0,56,3,0,0,1,33.3,33,190,117,3,2,0,1,2,39,4,"https://fbref.com/en/players/51d29173/Frank-Ronstadt"
2024,"Darmstadt 98","Bundesliga","Fabian Schnellhardt","GER","MF","29",1994,2.6,196,6,41,110,47,2,196,2,1,50,1,50,101,569,302,6,4,0,2,2,133,9,"https://fbref.com/en/players/8575037f/Fabian-Schnellhardt"
2024,"Darmstadt 98","Bundesliga","Marcel Schuhen","GER","GK","30",1993,31,1570,1186,1530,40,0,0,1570,1,1,100,0,0,890,4586,2833,0,0,0,0,0,756,0,"https://fbref.com/en/players/5fa2e0cf/Marcel-Schuhen"
2024,"Darmstadt 98","Bundesliga","Aaron Seydel","GER","FW","27",1996,6.9,283,13,20,136,128,31,283,11,3,27.3,7,63.6,123,451,117,7,3,3,26,12,214,35,"https://fbref.com/en/players/85b6462d/Aaron-Seydel"
2024,"Darmstadt 98","Bundesliga","Tim Skarke","GER","FW,DF","26",1996,26.7,1134,32,199,470,482,71,1134,63,28,44.4,32,50.8,640,3890,1888,61,35,20,55,23,761,190,"https://fbref.com/en/players/65857fdf/Tim-Skarke"
2024,"Darmstadt 98","Bundesliga","Filip Stojilković","SUI","FW,MF","23",2000,1.7,35,1,2,12,21,8,35,3,1,33.3,1,33.3,24,156,99,4,2,4,4,0,25,10,"https://fbref.com/en/players/0cbe584d/Filip-Stojilkovic"
2024,"Darmstadt 98","Bundesliga","Fabio Torsiello","ITA","FW,DF","18",2005,1.7,48,1,5,23,20,3,48,3,1,33.3,2,66.7,28,152,68,2,0,0,8,3,32,8,"https://fbref.com/en/players/9b5d89b3/Fabio-Torsiello"
2024,"Darmstadt 98","Bundesliga","Oscar Vilhelmsson","SWE","FW,MF","19",2003,15.3,362,24,40,163,164,41,362,18,5,27.8,12,66.7,172,909,359,16,10,8,29,8,256,72,"https://fbref.com/en/players/e7f4869a/Oscar-Vilhelmsson"
2024,"Darmstadt 98","Bundesliga","Christoph Zimmermann","GER","DF","30",1993,13.6,728,104,411,299,25,9,728,3,2,66.7,1,33.3,341,1815,938,7,4,0,7,2,403,1,"https://fbref.com/en/players/2d5f03bf/Christoph-Zimmermann"
2024,"Dortmund","Bundesliga","Karim Adeyemi","GER","FW,MF","21",2002,10.1,458,10,69,170,227,63,458,60,18,30,32,53.3,310,2413,1171,52,22,27,29,25,318,96,"https://fbref.com/en/players/501055d8/Karim-Adeyemi"
2024,"Dortmund","Bundesliga","Samuel Bamba","GER","FW","19",2004,0.5,30,1,4,5,22,8,30,1,1,100,0,0,15,146,103,5,3,1,5,0,22,7,"https://fbref.com/en/players/489d4867/Samuel-Bamba"
2024,"Dortmund","Bundesliga","Ramy Bensebaini","ALG","DF","28",1995,11.5,1000,58,288,522,202,19,1000,17,16,94.1,0,0,575,2507,1200,17,22,1,19,3,653,63,"https://fbref.com/en/players/378825c7/Ramy-Bensebaini"
2024,"Dortmund","Bundesliga","Hendry Blank","GER","DF","18",2004,0.5,66,11,38,28,0,0,66,0,0,NA,0,NA,49,201,80,0,0,0,0,1,56,0,"https://fbref.com/en/players/76abb354/Hendry-Blank"
2024,"Dortmund","Bundesliga","Julian Brandt","GER","MF,FW","27",1996,24.7,1547,28,196,682,679,57,1547,67,27,40.3,38,56.7,884,5436,2228,74,58,17,44,42,1108,158,"https://fbref.com/en/players/a167537f/Julian-Brandt"
2024,"Dortmund","Bundesliga","Jamie Bynoe-Gittens","ENG","FW,MF","18",2004,11.8,574,10,68,213,308,67,574,99,43,43.4,42,42.4,399,3408,1669,64,50,40,35,31,434,105,"https://fbref.com/en/players/10745192/Jamie-Bynoe-Gittens"
2024,"Dortmund","Bundesliga","Emre Can","GER","MF,DF","29",1994,21.7,1702,102,568,972,177,18,1700,29,15,51.7,11,37.9,969,5308,2363,35,16,3,29,21,1173,18,"https://fbref.com/en/players/a65ce836/Emre-Can"
2024,"Dortmund","Bundesliga","Julien Duranville","BEL","FW,MF","17",2006,0.1,14,0,1,6,7,1,14,5,3,60,2,40,12,57,26,2,1,1,3,4,13,1,"https://fbref.com/en/players/b06a7ae9/Julien-Duranville"
2024,"Dortmund","Bundesliga","Niclas Füllkrug","GER","FW","30",1993,24.6,782,31,71,353,360,105,779,20,5,25,10,50,409,1511,560,17,16,11,50,23,620,119,"https://fbref.com/en/players/4f16405e/Niclas-Fullkrug"
2024,"Dortmund","Bundesliga","Sébastien Haller","CIV","FW","29",1994,4.4,161,9,18,78,68,24,161,5,4,80,1,20,77,353,175,11,4,2,10,4,116,34,"https://fbref.com/en/players/ba115a40/Sebastien-Haller"
2024,"Dortmund","Bundesliga","Thorgan Hazard","BEL","DF","30",1993,0.1,9,0,1,6,2,0,9,0,0,NA,0,NA,4,9,3,0,0,0,0,0,5,1,"https://fbref.com/en/players/50871bcc/Thorgan-Hazard"
2024,"Dortmund","Bundesliga","Mats Hummels","GER","DF","34",1988,17.6,1649,167,698,888,76,20,1649,7,2,28.6,4,57.1,1095,5594,3224,11,13,1,7,6,1183,1,"https://fbref.com/en/players/05d548d8/Mats-Hummels"
2024,"Dortmund","Bundesliga","Gregor Kobel","SUI","GK","25",1997,26.3,1239,945,1232,8,0,0,1239,1,1,100,0,0,746,3692,1728,0,0,0,0,0,731,0,"https://fbref.com/en/players/cd59b9df/Gregor-Kobel"
2024,"Dortmund","Bundesliga","Ian Maatsen","NED","DF","21",2002,14,1216,40,320,645,268,23,1216,23,13,56.5,10,43.5,738,4424,2362,41,23,8,23,9,849,49,"https://fbref.com/en/players/cab9634e/Ian-Maatsen"
2024,"Dortmund","Bundesliga","Donyell Malen","NED","FW,MF","24",1999,19.8,800,10,78,262,475,118,800,95,42,44.2,40,42.1,558,3933,1957,73,49,45,51,39,631,163,"https://fbref.com/en/players/116c35df/Donyell-Malen"
2024,"Dortmund","Bundesliga","Thomas Meunier","BEL","DF","31",1991,6.5,560,30,214,246,106,11,560,8,2,25,5,62.5,304,1781,923,21,13,2,6,4,356,25,"https://fbref.com/en/players/e162b013/Thomas-Meunier"
2024,"Dortmund","Bundesliga","Alexander Meyer","GER","GK","32",1991,7.7,382,290,380,2,0,0,382,1,1,100,0,0,270,1316,685,0,0,0,0,0,242,0,"https://fbref.com/en/players/b56dd813/Alexander-Meyer"
2024,"Dortmund","Bundesliga","Mateu Morey","ESP","DF","23",2000,1.2,100,5,46,41,13,2,100,1,1,100,0,0,67,315,172,3,2,0,2,1,68,4,"https://fbref.com/en/players/5fd5e542/Mateu-Morey"
2024,"Dortmund","Bundesliga","Youssoufa Moukoko","GER","FW","18",2004,6.9,199,5,20,86,99,24,199,24,11,45.8,10,41.7,126,685,291,16,8,10,21,10,131,27,"https://fbref.com/en/players/6ce43701/Youssoufa-Moukoko"
2024,"Dortmund","Bundesliga","Felix Nmecha","GER","MF","22",2000,11.3,598,32,129,316,158,28,598,19,9,47.4,6,31.6,340,2055,920,19,20,3,17,13,412,28,"https://fbref.com/en/players/091c86e2/Felix-Nmecha"
2024,"Dortmund","Bundesliga","Salih Özcan","TUR","MF","25",1998,13.2,933,34,212,613,111,3,933,11,6,54.5,4,36.4,486,2247,1091,16,15,0,13,7,617,24,"https://fbref.com/en/players/15413fa5/Salih-Ozcan"
2024,"Dortmund","Bundesliga","Antonios Papadopoulos","GER","DF","23",1999,1.3,91,16,67,22,2,0,91,0,0,NA,0,NA,56,188,76,0,0,0,0,0,57,0,"https://fbref.com/en/players/13d23b29/Antonios-Papadopoulos"
2024,"Dortmund","Bundesliga","Ole Pohlmann","GER","MF","22",2001,0.6,31,1,3,13,15,2,31,2,1,50,1,50,19,127,32,0,1,1,3,1,20,4,"https://fbref.com/en/players/822b83e8/Ole-Pohlmann"
2024,"Dortmund","Bundesliga","Marco Reus","GER","MF,FW","34",1989,17.8,907,31,150,404,363,77,907,21,8,38.1,10,47.6,497,2587,1275,31,33,7,42,15,633,89,"https://fbref.com/en/players/36a3ff67/Marco-Reus"
2024,"Dortmund","Bundesliga","Gio Reyna","USA","MF,FW","20",2002,3.1,239,9,30,110,103,15,239,8,5,62.5,3,37.5,144,711,312,8,6,2,8,7,176,19,"https://fbref.com/en/players/7fa4e703/Gio-Reyna"
2024,"Dortmund","Bundesliga","Julian Ryerson","NOR","DF","25",1997,19.6,1346,60,430,588,343,32,1346,40,16,40,18,45,813,4244,2096,41,41,6,29,26,867,118,"https://fbref.com/en/players/009a4f60/Julian-Ryerson"
2024,"Dortmund","Bundesliga","Marcel Sabitzer","AUT","MF","29",1994,21.8,1305,69,271,694,346,56,1304,30,11,36.7,15,50,711,3258,1767,39,21,7,23,14,883,69,"https://fbref.com/en/players/e280527c/Marcel-Sabitzer"
2024,"Dortmund","Bundesliga","Jadon Sancho","ENG","FW,MF","23",2000,10.5,622,11,72,215,344,56,622,70,36,51.4,30,42.9,445,3182,1821,61,37,29,21,9,484,114,"https://fbref.com/en/players/dbf053da/Jadon-Sancho"
2024,"Dortmund","Bundesliga","Nico Schlotterbeck","GER","DF","23",1999,31.8,3024,330,1351,1543,155,39,3024,17,8,47.1,7,41.2,1883,9985,6376,55,42,2,19,3,2160,11,"https://fbref.com/en/players/34e12499/Nico-Schlotterbeck"
2024,"Dortmund","Bundesliga","Niklas Süle","GER","DF","27",1995,16.8,1656,179,749,851,63,11,1656,4,3,75,1,25,1062,5019,2689,19,13,0,3,6,1266,9,"https://fbref.com/en/players/e33c06cf/Niklas-Sule"
2024,"Dortmund","Bundesliga","Kjell-Arik Wätjen","GER","MF,FW","17",2006,1.2,63,9,26,32,8,0,63,4,2,50,1,25,45,290,167,3,2,0,1,0,45,1,"https://fbref.com/en/players/0e006cae/Kjell-Arik-Watjen"
2024,"Dortmund","Bundesliga","Marius Wolf","GER","DF","28",1995,13,1013,25,282,469,266,22,1013,23,11,47.8,11,47.8,535,2426,1513,36,34,3,19,5,673,79,"https://fbref.com/en/players/fa661778/Marius-Wolf"
2024,"Eint Frankfurt","Bundesliga","Paxten Aaronson","USA","MF","19",2003,1.1,72,0,6,39,28,5,72,7,2,28.6,4,57.1,43,193,50,2,0,1,5,4,46,7,"https://fbref.com/en/players/4cd41883/Paxten-Aaronson"
2024,"Eint Frankfurt","Bundesliga","Elias Baum","GER","DF,MF","17",2005,0.3,26,2,7,18,1,0,26,2,0,0,2,100,13,52,21,0,0,0,2,1,15,2,"https://fbref.com/en/players/54d2b378/Elias-Baum"
2024,"Eint Frankfurt","Bundesliga","Donny van de Beek","NED","MF,FW","26",1997,4,173,2,30,94,50,12,173,6,3,50,3,50,95,445,112,2,2,0,6,3,113,12,"https://fbref.com/en/players/50dc94ce/Donny-van-de-Beek"
2024,"Eint Frankfurt","Bundesliga","Aurélio Buta","POR","DF,MF","26",1997,19.4,1300,54,334,620,355,47,1300,32,11,34.4,19,59.4,644,3001,1452,51,29,17,22,20,772,104,"https://fbref.com/en/players/b4705807/Aurelio-Buta"
2024,"Eint Frankfurt","Bundesliga","Fares Chaïbi","ALG","MF,FW","20",2002,21.2,1127,20,112,481,549,71,1127,20,7,35,13,65,536,2859,1441,53,39,12,42,16,710,143,"https://fbref.com/en/players/357103bd/Fares-Chaibi"
2024,"Eint Frankfurt","Bundesliga","Timothy Chandler","USA","MF,DF","33",1990,0.2,30,0,1,7,22,2,30,0,0,NA,0,NA,17,58,20,1,1,0,0,1,24,10,"https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler"
2024,"Eint Frankfurt","Bundesliga","Nnamdi Collins","GER","DF","19",2004,1,86,3,20,54,12,1,86,2,1,50,1,50,48,184,89,1,0,1,0,1,59,5,"https://fbref.com/en/players/8eb5c94c/Nnamdi-Collins"
2024,"Eint Frankfurt","Bundesliga","Junior Dina Ebimbe","FRA","MF,DF","22",2000,21.7,1256,54,230,616,431,94,1256,90,42,46.7,44,48.9,687,3618,1760,57,32,25,59,30,831,157,"https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe"
2024,"Eint Frankfurt","Bundesliga","Hugo Ekitike","FRA","FW","21",2002,8,311,2,20,137,159,56,311,39,18,46.2,19,48.7,190,1040,500,16,9,9,26,13,225,60,"https://fbref.com/en/players/5b92d896/Hugo-Ekitike"
2024,"Eint Frankfurt","Bundesliga","Nacho Ferri","ESP","FW,MF","18",2004,0.8,45,2,5,21,19,6,45,1,0,0,1,100,23,93,19,0,0,0,6,2,32,8,"https://fbref.com/en/players/58468842/Nacho-Ferri"
2024,"Eint Frankfurt","Bundesliga","Mario Götze","GER","MF","31",1992,23,1537,27,297,812,449,42,1537,39,18,46.2,19,48.7,938,3559,1465,22,34,2,34,26,1119,118,"https://fbref.com/en/players/9efa1d25/Mario-Gotze"
2024,"Eint Frankfurt","Bundesliga","Jens Grahl","GER","GK","34",1988,2,100,89,100,0,0,0,100,0,0,NA,0,NA,59,309,146,0,0,0,0,0,49,0,"https://fbref.com/en/players/f26dee6b/Jens-Grahl"
2024,"Eint Frankfurt","Bundesliga","Makoto Hasebe","JPN","DF,MF","39",1984,2.4,209,11,73,125,12,0,209,0,0,NA,0,NA,141,726,432,0,1,0,1,1,159,3,"https://fbref.com/en/players/9ab16552/Makoto-Hasebe"
2024,"Eint Frankfurt","Bundesliga","Kristijan Jakić","CRO","MF,FW","26",1997,2.2,132,8,25,82,25,3,132,2,0,0,2,100,70,360,89,3,4,1,1,3,85,9,"https://fbref.com/en/players/a8ee54ad/Kristijan-Jakic"
2024,"Eint Frankfurt","Bundesliga","Sasa Kalajdzic","AUT","FW","26",1997,3.6,108,8,15,72,22,5,108,3,1,33.3,2,66.7,51,233,77,1,3,0,4,2,82,9,"https://fbref.com/en/players/15f24fe7/Sasa-Kalajdzic"
2024,"Eint Frankfurt","Bundesliga","Ansgar Knauff","GER","MF,DF","21",2002,23.4,1039,20,180,453,424,101,1039,64,25,39.1,33,51.6,540,3559,1891,77,34,38,44,26,611,164,"https://fbref.com/en/players/19a967ab/Ansgar-Knauff"
2024,"Eint Frankfurt","Bundesliga","Robin Koch","GER","DF","27",1996,30.4,2469,353,1222,1189,68,32,2469,4,2,50,2,50,1520,7109,4101,14,15,0,9,2,1745,3,"https://fbref.com/en/players/ea6bc03a/Robin-Koch"
2024,"Eint Frankfurt","Bundesliga","Randal Kolo Muani","FRA","FW","24",1998,1.7,56,1,1,30,27,10,56,15,4,26.7,10,66.7,42,336,180,6,4,2,3,8,46,9,"https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani"
2024,"Eint Frankfurt","Bundesliga","Hugo Larsson","SWE","MF","19",2004,21,1175,52,339,641,206,16,1175,19,7,36.8,11,57.9,654,2937,1185,26,19,4,25,7,770,42,"https://fbref.com/en/players/00c9a283/Hugo-Larsson"
2024,"Eint Frankfurt","Bundesliga","Christopher Lenz","GER","DF","28",1994,0.1,13,2,4,8,1,0,13,0,0,NA,0,NA,5,22,18,0,1,0,1,1,6,0,"https://fbref.com/en/players/bbd86530/Christopher-Lenz"
2024,"Eint Frankfurt","Bundesliga","Jesper Lindstrøm","DEN","FW","23",2000,0.9,45,0,3,18,24,4,45,4,1,25,3,75,34,221,82,2,4,0,5,2,40,9,"https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom"
2024,"Eint Frankfurt","Bundesliga","Omar Marmoush","EGY","FW,MF","24",1999,25.6,940,5,60,403,503,155,938,112,39,34.8,64,57.1,647,4713,2153,88,52,40,99,58,700,165,"https://fbref.com/en/players/0e0102eb/Omar-Marmoush"
2024,"Eint Frankfurt","Bundesliga","Jean Mattéo Bahoya","FRA","MF,FW","18",2005,2,104,0,5,58,44,9,104,11,6,54.5,5,45.5,57,360,204,6,6,3,7,1,62,22,"https://fbref.com/en/players/70d4c949/Jean-Matteo-Bahoya"
2024,"Eint Frankfurt","Bundesliga","Philipp Max","GER","DF","29",1993,15,1006,25,249,543,225,20,1006,11,6,54.5,5,45.5,523,2613,1344,25,15,2,11,3,634,56,"https://fbref.com/en/players/826e8b63/Philipp-Max"
2024,"Eint Frankfurt","Bundesliga","Marko Mladenović","SRB","MF","18",2005,0.1,3,0,1,1,1,0,3,0,0,NA,0,NA,1,1,0,0,0,0,0,0,3,1,"https://fbref.com/en/players/6510ee8d/Marko-Mladenovic"
2024,"Eint Frankfurt","Bundesliga","Jessic Ngankam","GER","FW","23",2000,3.1,84,1,4,41,40,11,83,8,3,37.5,5,62.5,59,232,54,2,2,1,8,8,63,17,"https://fbref.com/en/players/bc249af8/Jessic-Ngankam"
2024,"Eint Frankfurt","Bundesliga","Niels Nkounkou","FRA","DF,MF","22",2000,14.5,1108,49,328,537,270,26,1108,81,46,56.8,34,42,588,3658,2088,55,34,13,22,10,607,62,"https://fbref.com/en/players/f5b281e7/Niels-Nkounkou"
2024,"Eint Frankfurt","Bundesliga","Willian Pacho","ECU","DF","21",2001,33,2663,312,1324,1287,65,16,2663,14,12,85.7,2,14.3,1637,7792,3873,22,11,0,23,7,1762,4,"https://fbref.com/en/players/ecbe2839/Willian-Pacho"
2024,"Eint Frankfurt","Bundesliga","Jens Petter Hauge","NOR","MF,FW","23",1999,1.6,103,2,16,44,44,5,103,6,2,33.3,4,66.7,63,405,238,7,3,3,3,0,69,15,"https://fbref.com/en/players/12c35abe/Jens-Petter-Hauge"
2024,"Eint Frankfurt","Bundesliga","Sebastian Rode","GER","MF","32",1990,0.7,65,1,6,43,18,1,65,0,0,NA,0,NA,31,139,85,3,2,0,2,0,40,4,"https://fbref.com/en/players/e12b0b5b/Sebastian-Rode"
2024,"Eint Frankfurt","Bundesliga","Ellyes Skhiri","TUN","MF","28",1995,24.1,1556,87,452,906,206,30,1556,17,12,70.6,5,29.4,773,3297,1338,10,18,1,28,25,1002,28,"https://fbref.com/en/players/c2211709/Ellyes-Skhiri"
2024,"Eint Frankfurt","Bundesliga","Hrvoje Smolčić","CRO","DF","22",2000,3.9,369,56,212,152,6,2,369,2,2,100,0,0,213,1062,557,0,1,0,1,2,259,0,"https://fbref.com/en/players/c967f6b8/Hrvoje-Smolcic"
2024,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","33",1990,32,1228,1013,1218,12,0,0,1228,0,0,NA,0,NA,704,3122,1991,0,0,0,0,0,657,0,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
2024,"Eint Frankfurt","Bundesliga","Tuta","BRA","DF","24",1999,28.9,2224,192,947,1076,217,33,2224,29,11,37.9,14,48.3,1358,5827,2737,22,16,1,24,15,1501,46,"https://fbref.com/en/players/35d64857/Tuta"
2024,"Empoli","Serie A","Tommaso Baldanzi","ITA","MF,FW","20",2003,8.3,347,2,28,151,176,26,347,26,7,26.9,16,61.5,230,1420,641,20,16,6,19,13,260,40,"https://fbref.com/en/players/102e2599/Tommaso-Baldanzi"
2024,"Empoli","Serie A","Simone Bastoni","ITA","MF,DF","26",1996,8.3,464,29,123,216,132,12,464,9,4,44.4,5,55.6,206,995,465,12,11,0,12,9,240,26,"https://fbref.com/en/players/1ac232b8/Simone-Bastoni"
2024,"Empoli","Serie A","Bartosz Bereszyński","POL","DF","31",1992,19.6,1048,74,374,537,147,3,1048,27,13,48.1,11,40.7,485,2551,1219,15,10,3,19,6,539,18,"https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski"
2024,"Empoli","Serie A","Etrit Berisha","ALB","GK","34",1989,14,532,456,530,2,0,0,532,0,0,NA,0,NA,314,1627,997,0,0,0,1,0,245,0,"https://fbref.com/en/players/ee833569/Etrit-Berisha"
2024,"Empoli","Serie A","Liberato Cacace","NZL","DF","22",2000,21.2,1341,74,442,614,306,17,1341,53,23,43.4,26,49.1,690,3935,2109,34,29,4,23,20,703,55,"https://fbref.com/en/players/dd86e8e4/Liberato-Cacace"
2024,"Empoli","Serie A","Nicolò Cambiaghi","ITA","FW,MF","22",2000,28.4,1010,7,86,357,587,115,1010,86,29,33.7,41,47.7,705,6203,2858,128,51,48,59,36,744,197,"https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi"
2024,"Empoli","Serie A","Matteo Cancellieri","ITA","FW,MF","21",2002,19.9,673,20,100,253,339,78,673,100,37,37,46,46,426,3168,1381,48,36,28,56,35,466,138,"https://fbref.com/en/players/b6a1cdf9/Matteo-Cancellieri"
2024,"Empoli","Serie A","Elia Caprile","ITA","GK","21",2001,23,895,716,889,7,0,0,895,0,0,NA,0,NA,469,2407,1471,0,0,0,1,0,408,0,"https://fbref.com/en/players/97d7afbd/Elia-Caprile"
2024,"Empoli","Serie A","Francesco Caputo","ITA","FW","35",1987,14.1,290,4,15,146,132,49,289,10,5,50,4,40,175,656,204,7,6,4,21,12,221,65,"https://fbref.com/en/players/5bd72174/Francesco-Caputo"
2024,"Empoli","Serie A","Alberto Cerri","ITA","FW","27",1996,6.1,189,7,17,89,85,18,189,6,1,16.7,5,83.3,98,360,149,3,7,1,13,12,145,23,"https://fbref.com/en/players/1079c685/Alberto-Cerri"
2024,"Empoli","Serie A","Giacomo Corona","ITA","FW","19",2004,0.1,2,0,0,1,1,0,2,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d9f83409/Giacomo-Corona"
2024,"Empoli","Serie A","Mattia Destro","ITA","FW,MF","32",1991,4.1,107,1,7,55,46,18,107,4,1,25,1,25,53,267,114,4,3,3,11,2,78,19,"https://fbref.com/en/players/d7d32194/Mattia-Destro"
2024,"Empoli","Serie A","Tyronne Ebuehi","NGA","DF","27",1995,12.2,668,44,266,258,150,20,668,13,4,30.8,7,53.8,345,2020,1217,34,14,6,19,4,360,35,"https://fbref.com/en/players/6af30900/Tyronne-Ebuehi"
2024,"Empoli","Serie A","Emmanuel Ekong","SWE","FW","21",2002,0.1,4,0,0,3,1,1,4,3,0,0,2,66.7,4,36,1,0,0,0,0,0,4,1,"https://fbref.com/en/players/c20892ee/Emmanuel-Ekong"
2024,"Empoli","Serie A","Jacopo Fazzini","ITA","MF","20",2003,13.7,714,24,160,324,242,36,714,41,20,48.8,17,41.5,364,2063,939,24,19,7,32,21,382,51,"https://fbref.com/en/players/06b08c45/Jacopo-Fazzini"
2024,"Empoli","Serie A","Alberto Grassi","ITA","MF","28",1995,20.1,1085,67,324,625,143,16,1085,10,5,50,4,40,525,2436,957,13,13,0,13,7,615,13,"https://fbref.com/en/players/6cc97b6a/Alberto-Grassi"
