"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2024,"Granada","La Liga","Alberto Perea","ESP","MF,FW","32",1990,0,8,0,1,3,4,0,8,1,0,0,0,0,7,24,10,0,0,0,0,0,6,1,"https://fbref.com/en/players/5496cc91/Alberto-Perea"
2024,"Granada","La Liga","Njegoš Petrović","SRB","MF,FW","24",1999,1.7,108,6,20,59,31,1,108,5,3,60,2,40,67,340,163,3,1,0,5,0,69,3,"https://fbref.com/en/players/0cb29e91/Njegos-Petrovic"
2024,"Granada","La Liga","Kamil Piątkowski","POL","DF","23",2000,5.6,301,43,185,102,15,5,301,1,1,100,0,0,181,766,406,2,1,0,7,1,191,0,"https://fbref.com/en/players/2cf496fb/Kamil-Piatkowski"
2024,"Granada","La Liga","Antonio Puertas","ESP","MF,FW","31",1992,8.1,321,3,43,137,148,33,319,31,15,48.4,15,48.4,210,1179,476,18,18,7,24,11,218,46,"https://fbref.com/en/players/c77a8043/Antonio-Puertas"
2024,"Granada","La Liga","Sergio Rodelas","ESP","FW,DF","18",2004,1.4,53,0,10,19,24,6,53,6,2,33.3,3,50,25,201,74,3,3,1,8,1,28,5,"https://fbref.com/en/players/2c9e6bc3/Sergio-Rodelas"
2024,"Granada","La Liga","Sergio Ruiz","ESP","MF","28",1994,27.7,1578,81,486,927,199,26,1578,54,23,42.6,17,31.5,931,5100,2665,34,24,6,37,15,1046,23,"https://fbref.com/en/players/1f423a54/Sergio-Ruiz"
2024,"Granada","La Liga","Pablo Saenz","","MF","",NA,0.2,8,1,3,2,3,1,8,0,0,NA,0,NA,3,12,11,0,0,0,0,0,2,0,"https://fbref.com/en/players/2f9ef1a8/Pablo-Saenz"
2024,"Granada","La Liga","Ricard Sánchez","ESP","DF","23",2000,25.5,1338,78,395,534,417,39,1338,34,19,55.9,13,38.2,641,3601,1929,49,35,4,37,15,703,103,"https://fbref.com/en/players/fce521d7/Ricard-Sanchez"
2024,"Granada","La Liga","Alberto Soro","ESP","MF","24",1999,0.1,5,0,0,1,4,1,5,0,0,NA,0,NA,3,9,0,0,0,0,1,0,4,0,"https://fbref.com/en/players/452c3055/Alberto-Soro"
2024,"Granada","La Liga","Raúl Torrente","ESP","DF","21",2001,13.9,915,121,580,321,15,9,915,1,0,0,1,100,534,2789,1422,4,1,1,1,1,595,2,"https://fbref.com/en/players/4d753a3f/Raul-Torrente"
2024,"Granada","La Liga","Myrto Uzuni","ALB","FW","28",1995,27.2,518,14,64,219,244,91,513,27,13,48.1,13,48.1,295,1496,592,21,13,10,46,34,316,90,"https://fbref.com/en/players/01da7812/Myrto-Uzuni"
2024,"Granada","La Liga","Jesús Vallejo","ESP","DF","26",1997,1.2,98,7,44,51,3,0,98,1,1,100,0,0,54,257,157,1,0,0,2,0,71,0,"https://fbref.com/en/players/c2111b45/Jesus-Vallejo"
2024,"Granada","La Liga","Gonzalo Villar","ESP","MF","25",1998,20,1152,46,294,674,215,24,1152,44,23,52.3,15,34.1,704,3776,1965,27,32,2,22,28,778,27,"https://fbref.com/en/players/bdc74a8f/Gonzalo-Villar"
2024,"Granada","La Liga","Shon Weissman","ISR","FW","27",1996,0.9,28,1,1,13,14,3,28,2,1,50,1,50,14,70,45,1,1,0,2,0,14,1,"https://fbref.com/en/players/379dc075/Shon-Weissman"
2024,"Granada","La Liga","Bryan Zaragoza","ESP","MF,FW","22",2001,18.2,680,1,67,242,386,74,679,129,53,41.1,65,50.4,482,4318,2393,100,61,37,53,11,501,127,"https://fbref.com/en/players/a96103b2/Bryan-Zaragoza"
2024,"Heidenheim","Bundesliga","Adrian Beck","GER","MF,FW","26",1997,10.8,560,12,96,304,169,31,560,34,21,61.8,13,38.2,314,1759,702,17,12,0,25,18,341,43,"https://fbref.com/en/players/616c09f5/Adrian-Beck"
2024,"Heidenheim","Bundesliga","Jan-Niklas Beste","GER","FW,MF","24",1999,28.9,1302,24,218,456,649,56,1301,81,30,37,45,55.6,653,4972,2149,80,57,12,52,32,684,136,"https://fbref.com/en/players/57382429/Jan-Niklas-Beste"
2024,"Heidenheim","Bundesliga","Marnon Busch","GER","DF","28",1994,6.6,469,19,152,201,119,0,469,5,3,60,1,20,225,1076,570,15,9,0,2,1,249,27,"https://fbref.com/en/players/c38767ab/Marnon-Busch"
2024,"Heidenheim","Bundesliga","Eren Dinkçi","GER","FW,MF","21",2001,29.4,1187,24,182,576,468,76,1187,95,41,43.2,46,48.4,675,4819,2416,85,59,22,98,46,773,143,"https://fbref.com/en/players/4ccd8957/Eren-Dinkci"
2024,"Heidenheim","Bundesliga","Nikola Dovedan","AUT","MF,FW","29",1994,7.3,311,3,46,163,109,24,311,23,8,34.8,13,56.5,185,997,453,12,11,4,25,15,198,25,"https://fbref.com/en/players/57d9f511/Nikola-Dovedan"
2024,"Heidenheim","Bundesliga","Jonas Föhrenbach","GER","DF","27",1996,31,1714,114,642,733,355,21,1714,27,8,29.6,16,59.3,777,4085,2496,44,32,2,22,11,860,69,"https://fbref.com/en/players/1b4be8eb/Jonas-Fohrenbach"
2024,"Heidenheim","Bundesliga","Benedikt Gimber","GER","DF","26",1997,22.5,1095,146,712,353,42,26,1095,11,8,72.7,1,9.1,568,3261,1456,3,1,0,13,4,588,6,"https://fbref.com/en/players/e5f76710/Benedikt-Gimber"
2024,"Heidenheim","Bundesliga","Thomas Keller","GER","MF,FW","23",1999,0,8,0,2,7,0,0,8,0,0,NA,0,NA,3,10,3,0,0,0,1,0,3,0,"https://fbref.com/en/players/285c7011/Thomas-Keller"
2024,"Heidenheim","Bundesliga","Tim Kleindienst","GER","FW","27",1995,31.9,1325,66,130,632,577,142,1323,63,19,30.2,41,65.1,629,2725,1096,40,37,16,110,56,932,178,"https://fbref.com/en/players/258a6f4d/Tim-Kleindienst"
2024,"Heidenheim","Bundesliga","Christian Kühlwetter","GER","MF","27",1996,0.1,3,0,1,0,2,2,3,0,0,NA,0,NA,3,33,28,1,0,1,1,0,2,0,"https://fbref.com/en/players/2a73f18d/Christian-Kuhlwetter"
2024,"Heidenheim","Bundesliga","Patrick Mainka","GER","DF","28",1994,34,1997,267,1151,777,85,45,1997,20,10,50,7,35,1049,6518,3805,33,15,0,13,5,1098,6,"https://fbref.com/en/players/dd9caa07/Patrick-Mainka"
2024,"Heidenheim","Bundesliga","Lennard Maloney","USA","MF","23",1999,25.4,1210,105,425,681,113,21,1210,8,6,75,2,25,514,2220,740,3,8,0,20,11,580,17,"https://fbref.com/en/players/75402e99/Lennard-Maloney"
2024,"Heidenheim","Bundesliga","Kevin Müller","GER","GK","32",1991,34,1574,1241,1560,14,0,0,1574,0,0,NA,0,NA,883,4548,2524,0,0,0,2,0,716,0,"https://fbref.com/en/players/f256f213/Kevin-Muller"
2024,"Heidenheim","Bundesliga","Florian Pick","GER","MF,FW","27",1995,3.6,237,5,32,80,131,13,237,26,11,42.3,13,50,139,929,421,12,6,4,8,7,143,34,"https://fbref.com/en/players/00e36323/Florian-Pick"
2024,"Heidenheim","Bundesliga","Marvin Pieringer","GER","MF,FW","23",1999,16.8,644,28,99,325,231,64,644,28,10,35.7,13,46.4,309,1734,759,28,24,12,40,21,407,72,"https://fbref.com/en/players/11407d95/Marvin-Pieringer"
2024,"Heidenheim","Bundesliga","Stefan Schimmer","GER","MF,FW","29",1994,1.7,79,3,11,27,41,9,79,1,0,0,1,100,35,96,32,1,0,0,6,4,49,12,"https://fbref.com/en/players/395bbb60/Stefan-Schimmer"
2024,"Heidenheim","Bundesliga","Jan Schöppner","GER","MF","24",1999,22.2,944,79,302,468,180,36,944,23,11,47.8,11,47.8,351,1746,750,16,11,4,31,14,420,32,"https://fbref.com/en/players/932bfcac/Jan-Schoppner"
2024,"Heidenheim","Bundesliga","Kevin Sessa","GER","MF,FW","23",2000,11.2,600,23,124,288,197,29,600,26,12,46.2,12,46.2,307,1981,1048,29,21,6,24,6,360,48,"https://fbref.com/en/players/fd82af8c/Kevin-Sessa"
2024,"Heidenheim","Bundesliga","Tim Siersleben","GER","DF","23",2000,10.1,668,59,349,309,14,6,668,2,0,0,2,100,362,2266,1424,12,4,0,7,2,452,1,"https://fbref.com/en/players/f761c901/Tim-Siersleben"
2024,"Heidenheim","Bundesliga","Norman Theuerkauf","GER","MF,DF","36",1987,14,709,48,257,347,111,16,709,6,3,50,3,50,336,2206,961,15,12,2,11,5,394,17,"https://fbref.com/en/players/0cbf4c54/Norman-Theuerkauf"
2024,"Heidenheim","Bundesliga","Denis Thomalla","GER","MF,FW","30",1992,5,237,15,55,132,52,9,237,2,2,100,0,0,129,466,177,3,2,0,1,4,149,19,"https://fbref.com/en/players/b9ac6e0e/Denis-Thomalla"
2024,"Heidenheim","Bundesliga","Omar Traoré","GER","DF","25",1998,27.5,1532,80,441,697,413,11,1532,49,20,40.8,26,53.1,674,4307,2303,61,40,5,37,17,754,91,"https://fbref.com/en/players/f44e8a73/Omar-Traore"
2024,"Hellas Verona","Serie A","Bruno Amione","ARG","DF","21",2002,6.4,344,22,176,157,15,7,344,2,1,50,1,50,190,918,402,2,3,0,8,1,188,2,"https://fbref.com/en/players/2df7cc43/Bruno-Amione"
2024,"Hellas Verona","Serie A","Daniel Bandeira","POR","MF","23",2000,5,276,12,47,164,67,2,276,4,3,75,0,0,124,718,392,9,4,1,4,6,160,8,"https://fbref.com/en/players/56fca564/Daniel-Bandeira"
2024,"Hellas Verona","Serie A","Reda Belahyane","FRA","MF","19",2004,1,35,2,10,20,6,0,35,0,0,NA,0,NA,20,92,27,1,1,0,1,1,22,2,"https://fbref.com/en/players/705a1642/Reda-Belahyane"
2024,"Hellas Verona","Serie A","Federico Bonazzoli","ITA","FW,MF","26",1997,11.3,410,2,20,216,178,41,410,12,6,50,5,41.7,262,1299,371,13,10,3,27,12,317,73,"https://fbref.com/en/players/bf57eaab/Federico-Bonazzoli"
2024,"Hellas Verona","Serie A","Fabien Centonze","FRA","DF","27",1996,7.5,411,14,119,176,119,6,411,23,11,47.8,12,52.2,154,831,400,16,5,2,11,1,179,21,"https://fbref.com/en/players/3c6bbbab/Fabien-Centonze"
2024,"Hellas Verona","Serie A","Charlys","BRA","MF","19",2004,0.3,8,0,2,4,2,0,8,1,0,0,1,100,6,20,5,0,0,0,0,0,5,0,"https://fbref.com/en/players/eff9c9ea/Charlys"
2024,"Hellas Verona","Serie A","Alphadjo Cissè","ITA","FW","16",2006,0.1,1,0,0,1,0,0,1,0,0,NA,0,NA,1,1,0,0,0,0,0,0,1,0,"https://fbref.com/en/players/d079becb/Alphadjo-Cisse"
2024,"Hellas Verona","Serie A","Diego Coppola","ITA","DF","19",2003,18.2,959,104,530,408,26,21,959,1,0,0,1,100,437,1940,806,1,2,0,8,3,467,0,"https://fbref.com/en/players/22ae86f9/Diego-Coppola"
2024,"Hellas Verona","Serie A","Juan Cruz","ARG","FW,MF","24",1999,1.2,36,0,2,16,20,2,36,2,1,50,1,50,18,119,55,3,2,0,2,0,27,4,"https://fbref.com/en/players/72f5b81f/Juan-Cruz"
2024,"Hellas Verona","Serie A","Juan David Cabal","COL","DF","22",2001,16.6,1005,61,314,506,202,16,1005,24,12,50,9,37.5,412,1922,1152,26,17,1,22,11,467,48,"https://fbref.com/en/players/ef6eef89/Juan-David-Cabal"
2024,"Hellas Verona","Serie A","Paweł Dawidowicz","POL","DF","28",1995,23.8,1425,187,749,642,42,14,1425,5,4,80,1,20,749,3833,1819,11,8,0,13,5,787,5,"https://fbref.com/en/players/16bb656a/Pawel-Dawidowicz"
2024,"Hellas Verona","Serie A","Josh Doig","SCO","DF","21",2002,9.2,426,21,125,201,106,13,426,21,10,47.6,9,42.9,216,1407,637,23,16,3,16,5,237,22,"https://fbref.com/en/players/2f69d881/Josh-Doig"
2024,"Hellas Verona","Serie A","Ondrej Duda","SVK","MF","28",1994,27.3,1473,52,271,898,331,19,1472,38,21,55.3,13,34.2,776,4107,1556,34,29,6,49,24,804,47,"https://fbref.com/en/players/79ca3e23/Ondrej-Duda"
2024,"Hellas Verona","Serie A","Davide Faraoni","ITA","DF","31",1991,6.7,386,20,94,194,102,12,386,7,3,42.9,4,57.1,190,782,400,13,8,1,14,2,211,31,"https://fbref.com/en/players/aae9d04a/Davide-Faraoni"
2024,"Hellas Verona","Serie A","Michael Folorunsho","ITA","MF,FW","25",1998,30.9,1200,63,233,606,384,57,1200,70,22,31.4,42,60,662,3947,1714,56,41,8,62,38,730,110,"https://fbref.com/en/players/c391a179/Michael-Folorunsho"
2024,"Hellas Verona","Serie A","Thomas Henry","FRA","FW","28",1994,3.7,115,5,11,53,54,17,114,5,1,20,4,80,63,258,43,2,2,1,13,2,93,20,"https://fbref.com/en/players/9ef42479/Thomas-Henry"
2024,"Hellas Verona","Serie A","Isak Hien","SWE","DF","24",1999,9.6,505,65,274,227,14,6,505,7,2,28.6,4,57.1,251,1373,682,8,3,0,7,8,246,1,"https://fbref.com/en/players/12806697/Isak-Hien"
2024,"Hellas Verona","Serie A","Martin Hongla","CMR","MF","25",1998,12,570,36,147,369,60,1,570,12,9,75,3,25,317,1758,780,6,9,1,8,6,316,6,"https://fbref.com/en/players/b85bf253/Martin-Hongla"
2024,"Hellas Verona","Serie A","Yayah Kallon","SLE","FW","22",2001,0,3,0,1,1,1,0,3,0,0,NA,0,NA,0,0,0,0,0,0,0,0,2,0,"https://fbref.com/en/players/f95f49d2/Yayah-Kallon"
2024,"Hellas Verona","Serie A","Darko Lazović","SRB","FW,MF","32",1990,21.4,834,22,133,345,363,63,833,27,5,18.5,19,70.4,443,2469,1210,43,21,14,22,16,525,139,"https://fbref.com/en/players/5128bde4/Darko-Lazovic"
2024,"Hellas Verona","Serie A","Giangiacomo Magnani","ITA","DF","27",1995,27.2,1285,172,640,602,48,13,1285,13,8,61.5,2,15.4,660,3337,1725,15,13,3,16,3,673,10,"https://fbref.com/en/players/cce9f582/Giangiacomo-Magnani"
2024,"Hellas Verona","Serie A","Jordi Mboula","ESP","FW,MF","24",1999,3.4,98,2,10,39,49,11,98,5,2,40,2,40,66,581,225,10,2,5,8,7,72,22,"https://fbref.com/en/players/4887118d/Jordi-Mboula"
2024,"Hellas Verona","Serie A","Stefan Mitrović","SRB","FW,MF","20",2002,4.3,164,1,11,89,69,10,164,14,6,42.9,6,42.9,101,810,383,13,8,2,13,4,107,24,"https://fbref.com/en/players/232b3da4/Stefan-Mitrovic"
2024,"Hellas Verona","Serie A","Lorenzo Montipò","ITA","GK","27",1996,37,1385,1055,1375,9,1,1,1385,0,0,NA,0,NA,689,3602,1933,0,0,0,2,0,599,0,"https://fbref.com/en/players/c1d95617/Lorenzo-Montipo"
2024,"Hellas Verona","Serie A","Cyril Ngonge","BEL","FW,MF","23",2000,15.9,567,14,49,226,306,56,567,66,29,43.9,33,50,350,2467,1197,53,29,19,53,19,405,117,"https://fbref.com/en/players/2b8360f1/Cyril-Ngonge"
2024,"Hellas Verona","Serie A","Tijjani Noslin","NED","FW,MF","24",1999,14.9,526,23,53,198,282,54,526,25,8,32,16,64,292,1525,721,29,22,13,52,13,364,94,"https://fbref.com/en/players/2f067cf2/Tijjani-Noslin"
2024,"Hellas Verona","Serie A","Simone Perilli","ITA","GK","28",1995,1,45,32,44,1,0,0,45,0,0,NA,0,NA,23,110,58,0,0,0,0,0,19,0,"https://fbref.com/en/players/b9e11c1d/Simone-Perilli"
2024,"Hellas Verona","Serie A","Riccardo Saponara","ITA","FW,MF","31",1991,3.8,164,4,21,80,65,11,164,9,4,44.4,4,44.4,115,753,346,12,9,3,15,3,120,32,"https://fbref.com/en/players/3bb7af3b/Riccardo-Saponara"
2024,"Hellas Verona","Serie A","Suat Serdar","GER","MF","26",1997,18.4,813,42,179,486,158,22,813,34,18,52.9,14,41.2,390,1972,786,20,15,3,21,13,412,36,"https://fbref.com/en/players/b3325a30/Suat-Serdar"
2024,"Hellas Verona","Serie A","Tomáš Suslov","SVK","MF,FW","21",2002,23.2,845,10,103,412,356,36,844,74,38,51.4,28,37.8,506,3572,1525,46,44,13,57,34,510,74,"https://fbref.com/en/players/83fe71b8/Tomas-Suslov"
2024,"Hellas Verona","Serie A","Karol Świderski","POL","FW,MF","26",1997,5.6,200,6,25,89,88,22,200,11,3,27.3,7,63.6,107,364,126,3,3,2,14,8,124,19,"https://fbref.com/en/players/41723204/Karol-Swiderski"
2024,"Hellas Verona","Serie A","Elayis Tavsan","NED","MF,FW","22",2001,0.6,14,0,3,3,8,1,14,1,1,100,0,0,10,82,46,2,1,1,0,0,10,1,"https://fbref.com/en/players/928143e7/Elayis-Tavsan"
2024,"Hellas Verona","Serie A","Jackson Tchatchoua","CMR","DF","21",2001,19.2,956,64,306,462,197,8,956,15,6,40,8,53.3,410,2302,1185,34,24,5,9,5,416,66,"https://fbref.com/en/players/aeca7743/Jackson-Tchatchoua"
2024,"Hellas Verona","Serie A","Filippo Terracciano","ITA","DF","20",2003,14.4,860,36,271,426,172,8,860,31,13,41.9,10,32.3,464,2728,1352,26,21,1,18,19,460,28,"https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano"
2024,"Hellas Verona","Serie A","Rúben Vinagre","POR","DF,FW","24",1999,3.1,160,6,44,68,52,2,160,5,3,60,1,20,87,624,235,6,5,1,8,7,87,13,"https://fbref.com/en/players/b937e490/Ruben-Vinagre"
2024,"Hellas Verona","Serie A","Milan Đurić","BIH","FW","33",1990,13.4,421,14,41,227,153,46,418,3,2,66.7,1,33.3,183,529,151,3,6,1,22,8,352,33,"https://fbref.com/en/players/405f6586/Milan-Djuric"
2024,"Hoffenheim","Bundesliga","Kevin Akpoguma","NGA","DF","28",1995,12.2,861,72,360,449,59,5,861,13,9,69.2,4,30.8,483,2251,1054,10,11,2,10,1,564,9,"https://fbref.com/en/players/6ec6fde0/Kevin-Akpoguma"
2024,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","33",1990,34,1521,1225,1492,31,0,0,1521,0,0,NA,0,NA,817,3787,2092,0,0,0,0,0,735,0,"https://fbref.com/en/players/47064058/Oliver-Baumann"
2024,"Hoffenheim","Bundesliga","Ihlas Bebou","TOG","FW,DF","29",1994,18.2,755,18,101,272,393,76,755,63,26,41.3,32,50.8,430,2222,1052,42,36,22,63,25,516,145,"https://fbref.com/en/players/a53b661f/Ihlas-Bebou"
2024,"Hoffenheim","Bundesliga","Maximilian Beier","GER","FW,MF","20",2002,26.9,872,14,61,315,505,145,872,87,33,37.9,45,51.7,547,2949,1373,61,32,36,79,32,628,224,"https://fbref.com/en/players/5db45ee5/Maximilian-Beier"
2024,"Hoffenheim","Bundesliga","Mergim Berisha","GER","FW","25",1998,1.6,55,1,5,18,33,9,55,2,2,100,0,0,42,189,96,2,1,1,8,8,44,13,"https://fbref.com/en/players/eb6e14be/Mergim-Berisha"
2024,"Hoffenheim","Bundesliga","Tom Bischof","GER","MF,FW","18",2005,2,141,3,19,65,58,5,141,3,2,66.7,1,33.3,87,464,242,2,7,0,5,3,99,18,"https://fbref.com/en/players/07d3bfec/Tom-Bischof"
2024,"Hoffenheim","Bundesliga","John Brooks","USA","DF","30",1993,17.1,1115,180,588,509,28,14,1115,4,3,75,1,25,564,2964,1574,5,2,0,3,4,615,1,"https://fbref.com/en/players/e27da244/John-Brooks"
2024,"Hoffenheim","Bundesliga","Marius Bülter","GER","DF,FW","30",1993,15,859,33,189,350,329,49,859,48,18,37.5,21,43.8,475,2645,1295,37,31,13,24,19,548,107,"https://fbref.com/en/players/ab5b7dc1/Marius-Bulter"
2024,"Hoffenheim","Bundesliga","Bambasé Conté","GER","MF,FW","20",2003,0.5,39,2,6,15,18,5,39,6,2,33.3,3,50,23,166,79,3,2,2,1,2,27,8,"https://fbref.com/en/players/33b38f49/Bambase-Conte"
2024,"Hoffenheim","Bundesliga","Tim Drexler","GER","DF","18",2005,6.4,417,35,197,208,13,4,417,5,1,20,3,60,263,1190,603,6,2,0,4,1,289,0,"https://fbref.com/en/players/0911b4fc/Tim-Drexler"
2024,"Hoffenheim","Bundesliga","Dennis Geiger","GER","MF","25",1998,0.7,17,2,8,6,3,1,17,0,0,NA,0,NA,9,49,19,1,0,0,1,0,10,2,"https://fbref.com/en/players/37f606f0/Dennis-Geiger"
2024,"Hoffenheim","Bundesliga","Florian Grillitsch","AUT","DF,MF","27",1995,25.5,2055,228,747,1137,184,8,2055,23,13,56.5,8,34.8,1186,6789,3813,32,17,3,12,12,1324,22,"https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch"
2024,"Hoffenheim","Bundesliga","David Jurásek","CZE","DF","22",2000,5.5,334,37,132,102,102,5,334,13,3,23.1,9,69.2,155,754,425,12,7,2,7,1,167,38,"https://fbref.com/en/players/d7a03bf3/David-Jurasek"
2024,"Hoffenheim","Bundesliga","Julian Justvan","GER","FW,MF","25",1998,0.5,57,1,11,19,28,3,57,0,0,NA,0,NA,32,307,222,8,4,1,1,1,47,12,"https://fbref.com/en/players/ab1a72b4/Julian-Justvan"
2024,"Hoffenheim","Bundesliga","Ozan Kabak","TUR","DF","23",2000,25.4,1665,175,659,895,116,28,1665,15,9,60,5,33.3,947,4383,2383,21,21,2,13,5,1093,11,"https://fbref.com/en/players/2d61d13a/Ozan-Kabak"
2024,"Hoffenheim","Bundesliga","Pavel Kadeřábek","CZE","DF,FW","31",1992,26.8,1494,80,334,633,533,62,1494,15,3,20,11,73.3,681,3034,1483,38,24,9,11,11,905,153,"https://fbref.com/en/players/79c90e45/Pavel-Kaderabek"
2024,"Hoffenheim","Bundesliga","Andrej Kramarić","CRO","MF,FW","32",1991,24.4,1366,29,149,589,640,102,1361,51,25,49,22,43.1,812,4823,2426,71,49,24,47,27,956,175,"https://fbref.com/en/players/603cb947/Andrej-Kramaric"
2024,"Hoffenheim","Bundesliga","Max Moerstedt","GER","DF,FW","",NA,0.1,4,1,1,0,3,0,4,0,0,NA,0,NA,2,9,8,0,0,0,0,0,2,1,"https://fbref.com/en/players/710045fb/Max-Moerstedt"
2024,"Hoffenheim","Bundesliga","Stanley N'Soki","FRA","DF","24",1999,7,500,53,210,237,58,2,500,15,9,60,6,40,261,1176,615,7,7,0,7,1,288,14,"https://fbref.com/en/players/61590953/Stanley-NSoki"
2024,"Hoffenheim","Bundesliga","Kasim Nuhu","GHA","DF","28",1995,0.1,3,0,2,0,1,0,3,0,0,NA,0,NA,3,7,6,0,0,0,0,0,3,0,"https://fbref.com/en/players/93a50d2c/Kasim-Nuhu"
2024,"Hoffenheim","Bundesliga","Finn Ole Becker","GER","MF","23",2000,6.7,387,24,88,197,106,5,387,18,5,27.8,12,66.7,224,1295,708,16,13,0,14,12,245,23,"https://fbref.com/en/players/dd2e62da/Finn-Ole-Becker"
2024,"Hoffenheim","Bundesliga","Grischa Prömel","GER","MF","28",1995,23.8,1209,54,222,698,297,36,1209,31,12,38.7,15,48.4,672,3350,1408,35,36,1,32,25,841,60,"https://fbref.com/en/players/924f9191/Grischa-Promel"
2024,"Hoffenheim","Bundesliga","Diadie Samassékou","MLI","MF","27",1996,0,4,1,2,2,0,0,4,0,0,NA,0,NA,3,10,3,0,0,0,0,0,2,0,"https://fbref.com/en/players/08593525/Diadie-Samassekou"
2024,"Hoffenheim","Bundesliga","Robert Skov","DEN","DF,FW","27",1996,14,918,42,185,412,325,44,918,28,9,32.1,13,46.4,480,2439,1197,28,19,13,27,6,551,92,"https://fbref.com/en/players/ff98492b/Robert-Skov"
2024,"Hoffenheim","Bundesliga","Anton Stach","GER","MF","24",1998,25.8,1718,94,408,974,363,26,1718,60,25,41.7,30,50,885,5233,2621,49,43,4,40,14,978,46,"https://fbref.com/en/players/0f59a7bf/Anton-Stach"
2024,"Hoffenheim","Bundesliga","Angelo Stiller","GER","MF","22",2001,0.9,50,2,9,26,15,0,50,0,0,NA,0,NA,28,129,40,2,0,0,1,0,33,3,"https://fbref.com/en/players/3b1ed320/Angelo-Stiller"
2024,"Hoffenheim","Bundesliga","Attila Szalai","HUN","DF","25",1998,3.2,202,12,83,100,19,0,202,1,0,0,1,100,123,397,218,2,2,0,1,0,135,3,"https://fbref.com/en/players/50ff205b/Attila-Szalai"
2024,"Hoffenheim","Bundesliga","Umut Tohumcu","GER","MF","18",2004,11.2,524,22,109,306,115,9,524,18,3,16.7,12,66.7,324,1528,788,18,13,2,10,11,373,27,"https://fbref.com/en/players/e547d3cf/Umut-Tohumcu"
2024,"Hoffenheim","Bundesliga","Kevin Vogt","GER","DF","31",1991,14.7,1051,89,474,539,43,1,1051,6,5,83.3,1,16.7,629,3294,1909,16,7,0,4,1,718,12,"https://fbref.com/en/players/1d8e9add/Kevin-Vogt"
2024,"Hoffenheim","Bundesliga","Wout Weghorst","NED","FW","30",1992,22,790,32,69,371,355,108,789,17,3,17.6,12,70.6,443,1499,532,14,15,7,52,19,589,132,"https://fbref.com/en/players/c4e87b8b/Wout-Weghorst"
2024,"Inter","Serie A","Francesco Acerbi","ITA","DF","35",1988,26.5,1977,219,941,946,98,25,1977,3,2,66.7,1,33.3,1211,5779,3081,21,11,0,4,1,1446,24,"https://fbref.com/en/players/b96b595c/Francesco-Acerbi"
2024,"Inter","Serie A","Lucien Agoume","FRA","MF","21",2002,0.1,6,0,1,4,1,0,6,1,0,0,1,100,2,7,5,0,1,0,0,0,4,0,"https://fbref.com/en/players/8bc8829a/Lucien-Agoume"
2024,"Inter","Serie A","Ebenezer Akinsanmiro","NGA","MF","18",2004,0.2,9,0,3,6,1,0,9,0,0,NA,0,NA,9,83,11,0,1,0,1,1,10,0,"https://fbref.com/en/players/3ad34015/Ebenezer-Akinsanmiro"
2024,"Inter","Serie A","Marko Arnautović","AUT","FW","34",1989,8.9,358,8,25,169,165,41,358,6,1,16.7,5,83.3,208,819,272,12,8,4,22,10,281,77,"https://fbref.com/en/players/00459419/Marko-Arnautovic"
2024,"Inter","Serie A","Kristjan Asllani","ALB","MF","21",2002,8.7,813,19,197,483,136,3,813,5,3,60,2,40,547,2487,1030,5,7,0,6,3,636,8,"https://fbref.com/en/players/0fdcef0e/Kristjan-Asllani"
2024,"Inter","Serie A","Emil Audero","ITA","GK","26",1997,3.7,200,173,200,0,0,0,200,0,0,NA,0,NA,147,639,377,0,0,0,0,0,139,0,"https://fbref.com/en/players/649b01d8/Emil-Audero"
2024,"Inter","Serie A","Carlos Augusto","BRA","DF","24",1999,19.2,1285,96,425,553,317,52,1285,21,12,57.1,6,28.6,733,3634,1863,42,32,12,21,14,876,88,"https://fbref.com/en/players/8d3cd59d/Carlos-Augusto"
2024,"Inter","Serie A","Yann Aurel Bisseck","GER","DF","22",2000,10,737,88,350,306,84,19,737,13,5,38.5,7,53.8,497,2911,1551,24,24,1,10,4,576,20,"https://fbref.com/en/players/3963c25b/Yann-Aurel-Bisseck"
2024,"Inter","Serie A","Nicolò Barella","ITA","MF","26",1997,31.6,2425,43,424,1281,739,58,2425,59,29,49.2,24,40.7,1556,7283,3389,68,73,9,39,29,1941,144,"https://fbref.com/en/players/6928979a/Nicolo-Barella"
2024,"Inter","Serie A","Alessandro Bastoni","ITA","DF","24",1999,25.2,2127,209,769,986,388,35,2127,19,10,52.6,8,42.1,1434,7294,4361,63,66,6,12,10,1612,77,"https://fbref.com/en/players/75b86fb3/Alessandro-Bastoni"
