"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2024,"Toulouse","Ligue 1","Zakaria Aboukhlal","MAR","MF,FW","23",2000,8.4,3,27,7,25.9,3.22,0.84,0.07,0.29,18.7,0,1,1,2.8,2,0.07,0.2,0,"https://fbref.com/en/players/c2a6033c/Zakaria-Aboukhlal"
2024,"Toulouse","Ligue 1","Shavy Babicka","GAB","FW,MF","23",2000,4.1,1,8,4,50,1.93,0.97,0.13,0.25,18.7,0,0,0,0.6,0.6,0.07,0.4,0.4,"https://fbref.com/en/players/c6f0d5d4/Shavy-Babicka"
2024,"Toulouse","Ligue 1","Mamady Bangré","BFA","FW,MF","22",2001,1.1,0,3,0,0,2.67,0,0,NA,16.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/69e930e4/Mamady-Bangre"
2024,"Toulouse","Ligue 1","Yanis Begraoui","MAR","FW,MF","22",2001,3.3,0,8,4,50,2.4,1.2,0,0,17.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,"https://fbref.com/en/players/5e6355f8/Yanis-Begraoui"
2024,"Toulouse","Ligue 1","Cristian Cásseres Jr.","VEN","MF","23",2000,21.6,1,15,3,20,0.69,0.14,0.07,0.33,18.1,0,0,0,1.1,1.1,0.08,-0.1,-0.1,"https://fbref.com/en/players/f86fe8c1/Cristian-Casseres-Jr"
2024,"Toulouse","Ligue 1","Fares Chaïbi","ALG","FW,MF","20",2002,0.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/357103bd/Fares-Chaibi"
2024,"Toulouse","Ligue 1","Ibrahim Cissoko","NED","FW,MF","20",2003,2.7,1,8,4,50,2.99,1.49,0.13,0.25,20.2,0,0,0,0.8,0.8,0.1,0.2,0.2,"https://fbref.com/en/players/abddf25d/Ibrahim-Cissoko"
2024,"Toulouse","Ligue 1","Logan Costa","CPV","DF","22",2001,29.4,1,14,4,28.6,0.48,0.14,0.07,0.25,14.2,0,0,0,1.4,1.4,0.1,-0.4,-0.4,"https://fbref.com/en/players/bfb2056e/Logan-Costa"
2024,"Toulouse","Ligue 1","Thijs Dallinga","NED","FW","22",2000,27.9,14,81,32,39.5,2.9,1.15,0.16,0.41,13.3,1,1,3,14.1,11.8,0.15,-0.1,1.2,"https://fbref.com/en/players/b70afb45/Thijs-Dallinga"
2024,"Toulouse","Ligue 1","Mikkel Desler","DEN","DF","28",1995,17.2,0,16,0,0,0.93,0,0,NA,18.3,0,0,0,1.1,1,0.06,-1.1,-1,"https://fbref.com/en/players/1d5c96f8/Mikkel-Desler"
2024,"Toulouse","Ligue 1","Moussa Diarra","MLI","DF","22",2000,15.5,1,5,2,40,0.32,0.13,0.2,0.5,14,0,0,0,0.5,0.5,0.09,0.5,0.5,"https://fbref.com/en/players/698f11e3/Moussa-Diarra"
2024,"Toulouse","Ligue 1","Aron Dønnum","NOR","FW,MF","25",1998,17.7,0,21,9,42.9,1.18,0.51,0,0,19.5,0,0,0,1,1,0.05,-1,-1,"https://fbref.com/en/players/10cff752/Aron-Donnum"
2024,"Toulouse","Ligue 1","Yann Gboho","FRA","MF,FW","22",2001,13.3,3,23,8,34.8,1.74,0.6,0.13,0.38,17,0,0,0,1.2,1.2,0.05,1.8,1.8,"https://fbref.com/en/players/6be41a31/Yann-Gboho"
2024,"Toulouse","Ligue 1","Gelabert","ESP","MF,FW","22",2000,8.4,1,14,4,28.6,1.67,0.48,0.07,0.25,20.1,0,0,0,0.8,0.8,0.05,0.2,0.2,"https://fbref.com/en/players/ed55b838/Gelabert"
2024,"Toulouse","Ligue 1","Denis Genreau","AUS","MF,FW","24",1999,5.2,0,3,1,33.3,0.58,0.19,0,0,22.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4,"https://fbref.com/en/players/badcdcae/Denis-Genreau"
2024,"Toulouse","Ligue 1","Waren Kamanzi","NOR","DF,FW","22",2000,13.2,0,6,0,0,0.45,0,0,NA,15.4,0,0,0,0.8,0.8,0.14,-0.8,-0.8,"https://fbref.com/en/players/a426a912/Waren-Kamanzi"
2024,"Toulouse","Ligue 1","Kévin Keben Biakolo","CMR","DF","19",2004,5.8,0,1,0,0,0.17,0,0,NA,10.2,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/c43a8336/Kevin-Keben-Biakolo"
2024,"Toulouse","Ligue 1","Frank Magri","CMR","FW,MF","23",1999,16,5,41,14,34.1,2.57,0.88,0.12,0.36,16.3,0,0,0,3.1,3.1,0.07,1.9,1.9,"https://fbref.com/en/players/42fdb11d/Frank-Magri"
2024,"Toulouse","Ligue 1","Christian Mawissa","FRA","DF","18",2005,12.4,2,5,2,40,0.4,0.16,0.4,1,13.1,0,0,0,1,1,0.19,1,1,"https://fbref.com/en/players/2c70d915/Christian-Mawissa"
2024,"Toulouse","Ligue 1","Rasmus Nicolaisen","DEN","DF","26",1997,32.5,2,19,5,26.3,0.58,0.15,0.11,0.4,10.3,0,0,0,1.1,1.1,0.06,0.9,0.9,"https://fbref.com/en/players/3f319bb9/Rasmus-Nicolaisen"
2024,"Toulouse","Ligue 1","Guillaume Restes","FRA","GK","18",2005,34,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/6b91b999/Guillaume-Restes"
2024,"Toulouse","Ligue 1","Niklas Schmidt","GER","MF","25",1998,14.1,1,20,13,65,1.42,0.92,0.05,0.08,27.6,2,0,0,1.2,1.2,0.06,-0.2,-0.2,"https://fbref.com/en/players/b9ae8560/Niklas-Schmidt"
2024,"Toulouse","Ligue 1","Vincent Sierro","SUI","MF","27",1995,25.1,6,31,6,19.4,1.23,0.24,0.06,0.33,25.2,7,4,5,5.9,1.9,0.06,0.1,0.1,"https://fbref.com/en/players/92ffb8f9/Vincent-Sierro"
2024,"Toulouse","Ligue 1","Naatan Skyttä","FIN","MF,FW","21",2002,1.3,0,5,2,40,3.75,1.5,0,0,12.9,0,0,0,0.5,0.5,0.1,-0.5,-0.5,"https://fbref.com/en/players/d7547531/Naatan-Skytta"
2024,"Toulouse","Ligue 1","Stijn Spierings","NED","MF","27",1996,16.8,0,11,1,9.1,0.65,0.06,0,0,21,0,0,0,0.4,0.4,0.04,-0.4,-0.4,"https://fbref.com/en/players/a08985b8/Stijn-Spierings"
2024,"Toulouse","Ligue 1","Gabriel Suazo","CHI","DF","25",1997,26.2,0,10,3,30,0.38,0.11,0,0,17.3,1,0,0,0.7,0.7,0.07,-0.7,-0.7,"https://fbref.com/en/players/39b326ed/Gabriel-Suazo"
2024,"Udinese","Serie A","Marley Aké","FRA","FW","22",2001,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/414e1f69/Marley-Ake"
2024,"Udinese","Serie A","Beto","GNB","FW","25",1998,0.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ed5c0319/Beto"
2024,"Udinese","Serie A","Jaka Bijol","SVN","DF","24",1999,23.2,0,15,2,13.3,0.65,0.09,0,0,9.1,0,0,0,1.9,1.9,0.13,-1.9,-1.9,"https://fbref.com/en/players/6fdac234/Jaka-Bijol"
2024,"Udinese","Serie A","Brenner","BRA","MF,FW","23",2000,2.1,0,4,2,50,1.9,0.95,0,0,15.9,0,0,0,0.4,0.4,0.1,-0.4,-0.4,"https://fbref.com/en/players/279508bf/Brenner"
2024,"Udinese","Serie A","Keinan Davis","ENG","FW,MF","25",1998,2.1,1,6,3,50,2.9,1.45,0.17,0.33,14.9,0,0,0,0.5,0.5,0.08,0.5,0.5,"https://fbref.com/en/players/9deaf2c8/Keinan-Davis"
2024,"Udinese","Serie A","Festy Ebosele","IRL","DF","20",2002,18.9,0,16,5,31.3,0.85,0.26,0,0,21.1,0,0,0,0.8,0.8,0.05,-0.8,-0.8,"https://fbref.com/en/players/dbfa4f16/Festy-Ebosele"
2024,"Udinese","Serie A","Enzo Ebosse","CMR","DF","24",1999,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/9ba7b4fa/Enzo-Ebosse"
2024,"Udinese","Serie A","Kingsley Ehizibue","NED","DF","28",1995,10.6,0,18,3,16.7,1.7,0.28,0,0,18.5,0,0,0,1.3,1.3,0.07,-1.3,-1.3,"https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue"
2024,"Udinese","Serie A","João Ferreira","POR","DF","22",2001,20.2,0,3,0,0,0.15,0,0,NA,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/fb37a645/Joao-Ferreira"
2024,"Udinese","Serie A","Lautaro Gianetti","ARG","DF","29",1993,7,1,3,2,66.7,0.43,0.29,0.33,0.5,9.7,0,0,0,0.4,0.4,0.13,0.6,0.6,"https://fbref.com/en/players/e08ac719/Lautaro-Gianetti"
2024,"Udinese","Serie A","Axel Guessand","FRA","DF","18",2004,0.5,0,1,0,0,2,0,0,NA,12.5,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/e04dca4a/Axel-Guessand"
2024,"Udinese","Serie A","Christian Kabasele","BEL","DF","32",1991,9.6,1,7,2,28.6,0.73,0.21,0.14,0.5,9,0,0,0,1.2,1.2,0.17,-0.2,-0.2,"https://fbref.com/en/players/914ab9a1/Christian-Kabasele"
2024,"Udinese","Serie A","Hassane Kamara","CIV","DF","29",1994,24.7,1,26,8,30.8,1.05,0.32,0.04,0.13,20.9,0,0,0,1.9,1.9,0.07,-0.9,-0.9,"https://fbref.com/en/players/19a12bed/Hassane-Kamara"
2024,"Udinese","Serie A","Thomas Kristensen","DEN","DF","21",2002,23.3,0,10,3,30,0.43,0.13,0,0,11.2,0,0,0,1.1,1.1,0.11,-1.1,-1.1,"https://fbref.com/en/players/fadf9a05/Thomas-Kristensen"
2024,"Udinese","Serie A","Sandi Lovrić","SVN","MF","25",1998,22.1,1,43,12,27.9,1.95,0.54,0.02,0.08,22.1,2,0,0,3.5,3.5,0.08,-2.5,-2.5,"https://fbref.com/en/players/966eea58/Sandi-Lovric"
2024,"Udinese","Serie A","Lorenzo Lucca","ITA","FW","22",2000,28.8,8,61,25,41,2.12,0.87,0.13,0.32,12.9,1,0,0,7.8,7.8,0.13,0.2,0.2,"https://fbref.com/en/players/83c06f3a/Lorenzo-Lucca"
2024,"Udinese","Serie A","Adam Masina","MAR","DF","29",1994,0.7,0,1,1,100,1.41,1.41,0,0,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,"https://fbref.com/en/players/de0f152c/Adam-Masina"
2024,"Udinese","Serie A","Maduka Okoye","NGA","GK","23",1999,21,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ab5c36dd/Maduka-Okoye"
2024,"Udinese","Serie A","Simone Pafundi","ITA","MF","17",2006,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/8daee720/Simone-Pafundi"
2024,"Udinese","Serie A","Martín Payero","ARG","MF","24",1998,20,2,38,8,21.1,1.9,0.4,0.05,0.25,22.9,1,0,0,1.5,1.5,0.04,0.5,0.5,"https://fbref.com/en/players/bdbff2b5/Martin-Payero"
2024,"Udinese","Serie A","Roberto Pereyra","ARG","FW,MF","32",1991,20.6,4,26,8,30.8,1.26,0.39,0.12,0.38,15.9,0,1,1,3.5,2.7,0.11,0.5,0.3,"https://fbref.com/en/players/75f2c59f/Roberto-Pereyra"
2024,"Udinese","Serie A","Nehuén Pérez","ARG","DF","23",2000,36,0,20,2,10,0.56,0.06,0,0,12.3,0,0,0,1.3,1.3,0.07,-1.3,-1.3,"https://fbref.com/en/players/f7c491f1/Nehuen-Perez"
2024,"Udinese","Serie A","Domingos Quina","POR","MF","23",1999,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/41fb0f4e/Domingos-Quina"
2024,"Udinese","Serie A","Lazar Samardzic","SRB","MF","21",2002,26.4,6,56,16,28.6,2.12,0.61,0.09,0.31,25.7,13,1,1,3.5,2.8,0.05,2.5,2.2,"https://fbref.com/en/players/217c93a1/Lazar-Samardzic"
2024,"Udinese","Serie A","Vivaldo Semedo","POR","FW","18",2005,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b6baba31/Vivaldo-Semedo"
2024,"Udinese","Serie A","Marco Silvestri","ITA","GK","32",1991,17,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
2024,"Udinese","Serie A","Isaac Success","NGA","FW,MF","27",1996,9.8,1,18,4,22.2,1.84,0.41,0.06,0.25,16.9,0,0,1,2.7,1.9,0.11,-1.7,-0.9,"https://fbref.com/en/players/f573a8bf/Isaac-Success"
2024,"Udinese","Serie A","Florian Thauvin","FRA","FW","30",1993,19,5,47,14,29.8,2.47,0.74,0.09,0.29,18.2,4,1,1,4.7,3.9,0.08,0.3,0.1,"https://fbref.com/en/players/2b9fdeea/Florian-Thauvin"
2024,"Udinese","Serie A","Antonio Tikvić","CRO","DF","19",2004,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d1ac669b/Antonio-Tikvic"
2024,"Udinese","Serie A","Walace","BRA","MF","28",1995,36,2,27,9,33.3,0.75,0.25,0.07,0.22,27.3,0,0,0,0.8,0.8,0.03,1.2,1.2,"https://fbref.com/en/players/26db8853/Walace"
2024,"Udinese","Serie A","Oier Zarraga","ESP","MF","24",1999,4.5,2,6,2,33.3,1.34,0.45,0.33,1,19.7,0,0,0,0.6,0.6,0.1,1.4,1.4,"https://fbref.com/en/players/968a1c2f/Oier-Zarraga"
2024,"Udinese","Serie A","Jordan Zemura","ZIM","DF","23",1999,11.5,1,5,3,60,0.43,0.26,0.2,0.33,13,0,0,0,0.8,0.8,0.16,0.2,0.2,"https://fbref.com/en/players/e8271ad9/Jordan-Zemura"
2024,"Union Berlin","Bundesliga","Brenden Aaronson","USA","MF,FW","22",2000,14.1,2,18,7,38.9,1.28,0.5,0.11,0.29,18.4,0,0,0,2,2,0.11,0,0,"https://fbref.com/en/players/5bc43860/Brenden-Aaronson"
2024,"Union Berlin","Bundesliga","Sheraldo Becker","SUR","FW,MF","28",1995,7.2,0,16,4,25,2.23,0.56,0,0,20.5,1,0,0,0.8,0.8,0.05,-0.8,-0.8,"https://fbref.com/en/players/8eb55dbb/Sheraldo-Becker"
2024,"Union Berlin","Bundesliga","Chris Bedia","CIV","FW,MF","27",1996,1.6,1,3,1,33.3,1.86,0.62,0.33,1,16.9,0,0,0,0.2,0.2,0.07,0.8,0.8,"https://fbref.com/en/players/ec11ecf8/Chris-Bedia"
2024,"Union Berlin","Bundesliga","Kevin Behrens","GER","FW","32",1991,14,4,41,13,31.7,2.92,0.93,0.1,0.31,10.8,0,0,0,6,6,0.15,-2,-2,"https://fbref.com/en/players/30ae134d/Kevin-Behrens"
2024,"Union Berlin","Bundesliga","Leonardo Bonucci","ITA","DF","36",1987,5.1,1,0,0,NA,0,0,NA,NA,NA,0,1,1,0.8,0,NA,0.2,0,"https://fbref.com/en/players/52ec54d0/Leonardo-Bonucci"
2024,"Union Berlin","Bundesliga","David Datro Fofana","CIV","FW,MF","20",2002,7.6,1,26,12,46.2,3.43,1.58,0.04,0.08,15.6,4,0,0,2.8,2.8,0.11,-1.8,-1.8,"https://fbref.com/en/players/e82900ef/David-Datro-Fofana"
2024,"Union Berlin","Bundesliga","Danilho Doekhi","NED","DF","25",1998,24,2,16,2,12.5,0.67,0.08,0.13,1,10,0,0,0,1.2,1.2,0.07,0.8,0.8,"https://fbref.com/en/players/f67c9d29/Danilho-Doekhi"
2024,"Union Berlin","Bundesliga","Robin Gosens","GER","DF,MF","29",1994,25.4,6,32,10,31.3,1.26,0.39,0.19,0.6,12,0,0,0,2.1,2.1,0.07,3.9,3.9,"https://fbref.com/en/players/2d970560/Robin-Gosens"
2024,"Union Berlin","Bundesliga","Janik Haberer","GER","MF,DF","29",1994,13.6,1,15,3,20,1.11,0.22,0.07,0.33,19.1,0,0,0,0.9,0.8,0.05,0.1,0.2,"https://fbref.com/en/players/70dcf94d/Janik-Haberer"
2024,"Union Berlin","Bundesliga","Benedict Hollerbach","GER","FW,MF","22",2001,14.2,5,34,10,29.4,2.39,0.7,0.15,0.5,16.1,0,0,0,3.4,3.4,0.1,1.6,1.6,"https://fbref.com/en/players/2a158218/Benedict-Hollerbach"
2024,"Union Berlin","Bundesliga","Paul Jaeckel","GER","DF","25",1998,2.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a93b6f4e/Paul-Jaeckel"
2024,"Union Berlin","Bundesliga","Josip Juranović","CRO","DF","27",1995,14.4,0,11,2,18.2,0.77,0.14,0,0,23.3,2,0,1,1.4,0.6,0.06,-1.4,-0.6,"https://fbref.com/en/players/0a084b35/Josip-Juranovic"
2024,"Union Berlin","Bundesliga","Mikkel Kaufmann","DEN","FW","22",2001,5.4,1,15,6,40,2.78,1.11,0.07,0.17,15.8,0,0,0,1.3,1.3,0.09,-0.3,-0.3,"https://fbref.com/en/players/6e269dd3/Mikkel-Kaufmann"
2024,"Union Berlin","Bundesliga","Aljoscha Kemlein","GER","MF","18",2004,0.3,0,1,0,0,3.1,0,0,NA,23.2,0,0,0,0,0,0.04,0,0,"https://fbref.com/en/players/4658e309/Aljoscha-Kemlein"
2024,"Union Berlin","Bundesliga","Rani Khedira","GER","MF","29",1994,14.9,0,3,1,33.3,0.2,0.07,0,0,17.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,"https://fbref.com/en/players/59e4b92e/Rani-Khedira"
2024,"Union Berlin","Bundesliga","Robin Knoche","GER","DF","31",1992,21.3,1,7,3,42.9,0.33,0.14,0.14,0.33,13.3,0,0,1,1.2,0.4,0.06,-0.2,0.6,"https://fbref.com/en/players/6bd5cd5d/Robin-Knoche"
2024,"Union Berlin","Bundesliga","Alex Král","CZE","MF","25",1998,15.2,0,18,5,27.8,1.18,0.33,0,0,20.6,0,0,0,1.7,1.7,0.09,-1.7,-1.7,"https://fbref.com/en/players/e717705a/Alex-Kral"
2024,"Union Berlin","Bundesliga","Aïssa Laïdouni","TUN","MF","26",1996,11.9,0,13,5,38.5,1.09,0.42,0,0,21.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,"https://fbref.com/en/players/22798128/Aissa-Laidouni"
2024,"Union Berlin","Bundesliga","Diogo Leite","POR","DF","24",1999,30,0,13,4,30.8,0.43,0.13,0,0,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,"https://fbref.com/en/players/c4987edc/Diogo-Leite"
2024,"Union Berlin","Bundesliga","Miloš Pantović","SRB","MF","27",1996,0.2,1,1,1,100,6,6,1,1,13.2,0,0,0,0.8,0.8,0.76,0.2,0.2,"https://fbref.com/en/players/5dc15574/Milos-Pantovic"
2024,"Union Berlin","Bundesliga","Jordan Pefok","USA","FW","27",1996,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b684a484/Jordan-Pefok"
2024,"Union Berlin","Bundesliga","Jérôme Roussillon","FRA","DF","30",1993,8.4,0,7,4,57.1,0.84,0.48,0,0,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/13203c45/Jerome-Roussillon"
2024,"Union Berlin","Bundesliga","Frederik Rønnow","DEN","GK","30",1992,33,0,3,0,0,0.09,0,0,NA,11,0,0,0,0.1,0.1,0.02,-0.1,-0.1,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
2024,"Union Berlin","Bundesliga","András Schäfer","HUN","MF","24",1999,13.5,1,21,5,23.8,1.56,0.37,0.05,0.2,16.9,0,0,0,1.8,1.8,0.08,-0.8,-0.8,"https://fbref.com/en/players/049751d7/Andras-Schafer"
2024,"Union Berlin","Bundesliga","Alexander Schwolow","GER","GK","31",1992,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
2024,"Union Berlin","Bundesliga","Lucas Tousart","FRA","MF","26",1997,17.5,0,25,6,24,1.43,0.34,0,0,18,0,0,0,1.5,1.5,0.06,-1.5,-1.5,"https://fbref.com/en/players/71ec39ef/Lucas-Tousart"
2024,"Union Berlin","Bundesliga","Christopher Trimmel","AUT","DF","36",1987,18.3,0,6,4,66.7,0.33,0.22,0,0,20.5,0,0,0,0.6,0.5,0.08,-0.6,-0.5,"https://fbref.com/en/players/056d2d95/Christopher-Trimmel"
2024,"Union Berlin","Bundesliga","Yorbe Vertessen","BEL","FW,MF","22",2001,6.6,3,24,9,37.5,3.64,1.37,0.13,0.33,16.8,0,0,0,2.7,2.7,0.11,0.3,0.3,"https://fbref.com/en/players/e8ef59da/Yorbe-Vertessen"
2024,"Union Berlin","Bundesliga","Kevin Vogt","GER","DF","31",1991,14.7,0,1,0,0,0.07,0,0,NA,14.3,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/1d8e9add/Kevin-Vogt"
2024,"Union Berlin","Bundesliga","Kevin Volland","GER","FW,MF","31",1992,14.9,3,33,10,30.3,2.21,0.67,0.03,0.1,19.7,0,2,3,5.3,2.9,0.09,-2.3,-1.9,"https://fbref.com/en/players/64f69877/Kevin-Volland"
2024,"Valencia","La Liga","Domingos André Ribeiro Almeida","POR","FW,MF","23",2000,10.7,2,10,4,40,0.93,0.37,0.2,0.5,19.3,0,0,0,0.6,0.6,0.06,1.4,1.4,"https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida"
2024,"Valencia","La Liga","Selim Amallah","MAR","FW,MF","26",1996,6.7,0,11,4,36.4,1.64,0.6,0,0,21.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,"https://fbref.com/en/players/00eba9c9/Selim-Amallah"
2024,"Valencia","La Liga","Sergi Canós","ESP","MF,FW","26",1997,13.7,1,43,17,39.5,3.15,1.24,0.02,0.06,21.4,0,0,0,2.8,2.8,0.07,-1.8,-1.8,"https://fbref.com/en/players/1137759d/Sergi-Canos"
2024,"Valencia","La Liga","Thierry Correia","POR","DF","24",1999,23.9,0,5,2,40,0.21,0.08,0,0,20.9,0,0,0,0.6,0.6,0.12,-0.6,-0.6,"https://fbref.com/en/players/c78b352d/Thierry-Correia"
2024,"Valencia","La Liga","Cristian","ESP","GK","25",1998,0.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/9ad74b4d/Cristian"
2024,"Valencia","La Liga","Mouctar Diakhaby","GUI","DF,MF","26",1996,11.9,1,7,3,42.9,0.59,0.25,0.14,0.33,13.9,0,0,0,0.7,0.7,0.1,0.3,0.3,"https://fbref.com/en/players/d2110326/Mouctar-Diakhaby"
2024,"Valencia","La Liga","Jaume Doménech","ESP","GK","32",1990,0.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/c9cb972b/Jaume-Domenech"
2024,"Valencia","La Liga","Mario Dominguez","ESP","FW","19",2004,0.3,0,3,1,33.3,10.8,3.6,0,0,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/d709cd5c/Mario-Dominguez"
2024,"Valencia","La Liga","Hugo Duro","ESP","FW","23",1999,33.1,13,66,29,43.9,2,0.88,0.2,0.45,12.9,2,0,0,11.5,11.5,0.17,1.5,1.5,"https://fbref.com/en/players/37e103f8/Hugo-Duro"
2024,"Valencia","La Liga","Dimitri Foulquier","FRA","DF,MF","30",1993,20.5,0,7,1,14.3,0.34,0.05,0,0,16.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6,"https://fbref.com/en/players/45e17712/Dimitri-Foulquier"
2024,"Valencia","La Liga","Hugo González","ESP","MF,FW","20",2003,1,0,1,0,0,1.03,0,0,NA,29.8,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/2cfb6e88/Hugo-Gonzalez"
2024,"Valencia","La Liga","Peter González","DOM","MF,FW","21",2002,7.2,0,17,5,29.4,2.36,0.69,0,0,19.3,0,0,0,1.7,1.7,0.1,-1.7,-1.7,"https://fbref.com/en/players/1ccd3dae/Peter-Gonzalez"
2024,"Valencia","La Liga","Pablo Gozalbez","ESP","MF,FW","22",2001,1.1,0,1,0,0,0.87,0,0,NA,30.8,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/f33b6ee6/Pablo-Gozalbez"
2024,"Valencia","La Liga","Javier Guerra","ESP","MF","20",2003,27.8,4,42,14,33.3,1.51,0.5,0.1,0.29,24.3,1,0,0,2.7,2.7,0.06,1.3,1.3,"https://fbref.com/en/players/3828f130/Javier-Guerra"
2024,"Valencia","La Liga","Hugo Guillamón","ESP","MF","23",2000,14.6,1,3,2,66.7,0.21,0.14,0.33,0.5,18.3,0,0,0,0.2,0.2,0.07,0.8,0.8,"https://fbref.com/en/players/f7c12fbf/Hugo-Guillamon"
2024,"Valencia","La Liga","Yarek Hernandis","ESP","DF","18",2005,8.2,0,1,0,0,0.12,0,0,NA,15.9,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/20a65cdf/Yarek-Hernandis"
2024,"Valencia","La Liga","Ruben Lendinez","ESP","DF","20",2003,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/755da865/Ruben-Lendinez"
2024,"Valencia","La Liga","Diego López","ESP","MF,FW","21",2002,29.5,3,41,15,36.6,1.39,0.51,0.07,0.2,15.4,0,0,0,3.7,3.7,0.09,-0.7,-0.7,"https://fbref.com/en/players/c487901c/Diego-Lopez"
2024,"Valencia","La Liga","José Luis Gayà","ESP","DF","28",1995,19.9,1,10,1,10,0.5,0.05,0.1,1,20.1,1,0,0,0.5,0.5,0.05,0.5,0.5,"https://fbref.com/en/players/b05e2dbd/Jose-Luis-Gaya"
2024,"Valencia","La Liga","Giorgi Mamardashvili","GEO","GK","22",2000,36.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili"
2024,"Valencia","La Liga","Alberto Marí","ESP","FW","22",2001,3.1,1,6,2,33.3,1.96,0.65,0,0,11.4,0,1,1,1.8,1.2,0.2,-0.8,-1.2,"https://fbref.com/en/players/44330c36/Alberto-Mari"
2024,"Valencia","La Liga","Cristhian Mosquera","COL","DF","19",2004,34.2,0,9,2,22.2,0.26,0.06,0,0,14.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,"https://fbref.com/en/players/dc1ce4f5/Cristhian-Mosquera"
2024,"Valencia","La Liga","Cenk Özkacar","TUR","DF","22",2000,17.8,0,6,3,50,0.34,0.17,0,0,14.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,"https://fbref.com/en/players/9a93efc9/Cenk-Ozkacar"
2024,"Valencia","La Liga","Gabriel Paulista","BRA","DF","32",1990,15.5,0,7,0,0,0.45,0,0,NA,13.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,"https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista"
