"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att (GK)_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","Url"
2024,"Alavés","La Liga","Jesús Owono","EQG","GK","22",2001,4,8,0,0,1,0,6.4,0.27,-1.6,-0.4,36,77,46.8,88,9,54.5,41.7,31,93.5,66.8,29,4,13.8,8,2,15.2,"https://fbref.com/en/players/d6e3d7fb/Jesus-Owono"
2024,"Alavés","La Liga","Antonio Sivera","ESP","GK","26",1996,34,38,8,0,3,2,38.4,0.25,2.4,0.07,279,701,39.8,807,116,62.3,44.6,295,67.1,47.8,501,25,5,29,0.85,13.1,"https://fbref.com/en/players/9970da54/Antonio-Sivera"
2024,"Almería","La Liga","Fernando","ESP","GK","33",1990,4,10,0,0,1,0,8.5,0.37,-1.5,-0.36,22,67,32.8,133,28,39.8,35.6,26,53.8,44,72,4,5.6,7,1.75,14.5,"https://fbref.com/en/players/dabb2827/Fernando"
2024,"Almería","La Liga","Diego Mariño","ESP","GK","33",1990,1,2,2,0,0,0,2.1,0.02,0.1,0.05,1,5,20,25,6,20,24.1,2,0,16.5,6,0,0,2,2,22.7,"https://fbref.com/en/players/d9235a45/Diego-Marino"
2024,"Almería","La Liga","Luís Maximiano","POR","GK","24",1999,33,63,4,0,7,0,59.7,0.32,-3.3,-0.1,158,543,29.1,995,146,38.4,35.5,264,61,46.3,551,25,4.5,38,1.15,14.5,"https://fbref.com/en/players/3318286e/Luis-Maximiano"
2024,"Arsenal","Premier League","Aaron Ramsdale","ENG","GK","25",1998,6,5,0,0,1,0,3.7,0.26,-1.3,-0.22,19,69,27.5,169,30,34.9,33.3,19,52.6,41.4,46,8,17.4,9,1.5,14.6,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
2024,"Arsenal","Premier League","David Raya","ESP","GK","27",1995,32,24,2,1,5,1,20.4,0.26,-2.6,-0.08,138,372,37.1,969,159,32.2,30.7,96,62.5,47.5,329,40,12.2,50,1.56,17.9,"https://fbref.com/en/players/98ea5115/David-Raya"
2024,"Aston Villa","Premier League","Emiliano Martínez","ARG","GK","30",1992,33.5,48,1,0,10,4,50.8,0.37,6.8,0.2,121,332,36.4,1270,157,21,27.7,159,40.9,36.1,373,45,12.1,69,2.06,17.5,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
2024,"Aston Villa","Premier League","Robin Olsen","SWE","GK","33",1990,4.5,13,0,1,0,0,11.1,0.3,-1.9,-0.43,15,48,31.3,176,19,20.5,27.1,27,44.4,35.9,46,6,13,1,0.22,8.4,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
2024,"Atalanta","Serie A","Marco Carnesecchi","ITA","GK","23",2000,26.9,30,4,0,2,0,29.3,0.22,-0.7,-0.03,121,338,35.8,680,142,30.6,33.8,193,67.4,51.7,332,20,6,39,1.45,14.7,"https://fbref.com/en/players/8ec56e62/Marco-Carnesecchi"
2024,"Atalanta","Serie A","Juan Musso","ARG","GK","29",1994,11,12,2,0,2,1,9.8,0.23,-1.2,-0.11,40,120,33.3,299,70,24.4,29.6,70,67.1,48.6,110,10,9.1,16,1.45,16.7,"https://fbref.com/en/players/a111cf41/Juan-Musso"
2024,"Atalanta","Serie A","Francesco Rossi","ITA","GK","32",1991,0.1,0,0,0,0,0,0.8,0.75,0.8,13.52,0,1,0,1,1,0,14,1,100,67,2,0,0,0,0,NA,"https://fbref.com/en/players/7b5f516f/Francesco-Rossi"
2024,"Athletic Club","La Liga","Julen Agirrezabala","ESP","GK","22",2000,2.6,4,0,0,0,0,2.4,0.2,-1.6,-0.61,18,49,36.7,78,20,35.9,32.4,22,95.5,64.5,41,2,4.9,3,1.13,15.3,"https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala"
2024,"Athletic Club","La Liga","Unai Simón","ESP","GK","26",1997,35.4,33,1,0,2,4,38,0.28,9,0.26,220,679,32.4,982,144,48.5,38.7,240,84.6,60.9,450,31,6.9,46,1.3,16.3,"https://fbref.com/en/players/5dcf3e90/Unai-Simon"
2024,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","30",1993,38,43,1,0,3,0,39.8,0.28,-3.2,-0.08,114,336,33.9,740,180,27.6,31.5,283,46.6,38.7,579,36,6.2,22,0.58,11.8,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
2024,"Augsburg","Bundesliga","Finn Dahmen","GER","GK","25",1998,31,52,7,0,10,2,49.3,0.26,-0.7,-0.02,169,450,37.6,1151,92,30.8,32.4,187,51.3,44.3,484,28,5.8,50,1.61,15,"https://fbref.com/en/players/dee3013b/Finn-Dahmen"
2024,"Augsburg","Bundesliga","Tomáš Koubek","CZE","GK","30",1992,3,8,0,0,2,0,6.7,0.29,-1.3,-0.43,16,40,40,74,6,36.5,34.5,24,54.2,46.5,36,2,5.6,2,0.67,11.6,"https://fbref.com/en/players/dc366c36/Tomas-Koubek"
2024,"Barcelona","La Liga","Iñaki Peña","ESP","GK","24",1999,10,17,0,0,0,0,13.9,0.36,-3.1,-0.31,21,49,42.9,249,46,13.3,23.7,48,33.3,35.5,116,2,1.7,5,0.5,10.6,"https://fbref.com/en/players/cc1c5035/Inaki-Pena"
2024,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","31",1992,28,27,2,0,1,0,27.7,0.25,0.7,0.03,92,167,55.1,871,115,14.4,26.3,163,25.8,30.9,334,13,3.9,31,1.11,15.6,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
2024,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","37",1986,22.8,33,2,1,1,0,29.1,0.29,-3.9,-0.17,73,159,45.9,779,110,18.6,27.7,97,14.4,26,231,9,3.9,32,1.4,17.5,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
2024,"Bayern Munich","Bundesliga","Daniel Peretz","ISR","GK","23",2000,0.2,0,0,0,0,0,0,NA,0,0,0,4,0,15,3,26.7,33.1,2,0,16.5,2,0,0,0,0,NA,"https://fbref.com/en/players/3f29b3ba/Daniel-Peretz"
2024,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","34",1988,11,12,1,1,2,0,11.8,0.35,-0.2,-0.01,26,79,32.9,348,57,20.4,26.2,47,17,26.4,108,5,4.6,16,1.45,19.9,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich"
2024,"Betis","La Liga","Claudio Bravo","CHI","GK","40",1983,7,5,0,0,0,1,5.5,0.27,1.5,0.21,38,80,47.5,169,30,30.2,30.6,60,48.3,40.1,101,4,4,6,0.86,12.6,"https://fbref.com/en/players/10072610/Claudio-Bravo"
2024,"Betis","La Liga","Rui Silva","POR","GK","29",1994,27.5,36,7,2,3,2,37.5,0.26,3.5,0.13,129,380,33.9,772,119,36,33.5,183,55.7,43,375,31,8.3,34,1.24,14.9,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
2024,"Betis","La Liga","Fran Vieites","ESP","GK","24",1999,3.5,4,0,1,0,0,4.5,0.25,0.5,0.15,13,50,26,82,18,37.8,36.5,35,54.3,46.4,65,3,4.6,2,0.57,10.5,"https://fbref.com/en/players/2ae958ab/Fran-Vieites"
2024,"Bochum","Bundesliga","Andreas Luthe","GER","GK","36",1987,1,4,0,0,0,1,2.7,0.68,-0.3,-0.3,20,43,46.5,42,2,85.7,51.3,7,100,61.1,13,0,0,0,0,7.7,"https://fbref.com/en/players/7fe12375/Andreas-Luthe"
2024,"Bochum","Bundesliga","Manuel Riemann","GER","GK","34",1988,33,70,9,0,9,3,59.6,0.27,-7.4,-0.22,430,1041,41.3,1498,89,61,42.5,208,61.1,46.9,510,35,6.9,104,3.15,19.8,"https://fbref.com/en/players/9f941969/Manuel-Riemann"
2024,"Bologna","Serie A","Nicola Bagnolini","ITA","GK","19",2004,0.1,0,0,0,0,0,0,0.02,0,0.36,1,2,50,1,0,100,47,2,50,53,0,0,NA,0,0,NA,"https://fbref.com/en/players/ad263695/Nicola-Bagnolini"
2024,"Bologna","Serie A","Federico Ravaglia","ITA","GK","23",1999,5.9,3,0,1,0,0,5.5,0.25,2.5,0.43,14,49,28.6,172,23,18,25.4,34,52.9,41,73,1,1.4,4,0.67,17.1,"https://fbref.com/en/players/6662d731/Federico-Ravaglia"
2024,"Bologna","Serie A","Łukasz Skorupski","POL","GK","32",1991,32,29,3,1,3,1,26.6,0.23,-1.4,-0.05,103,297,34.7,829,136,26.3,29.6,188,42,38.7,432,12,2.8,15,0.47,12.2,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
2024,"Bournemouth","Premier League","Neto","BRA","GK","34",1989,32,55,5,1,3,1,55.2,0.31,1.2,0.04,172,494,34.8,833,154,44.1,36.9,223,57,44.2,413,26,6.3,34,1.06,13.7,"https://fbref.com/en/players/a9dc785c/Neto"
2024,"Bournemouth","Premier League","Ionuț Radu","ROU","GK","26",1997,2,7,0,0,3,0,2.9,0.27,-4.1,-2.04,5,15,33.3,57,10,19.3,26.9,11,36.4,29.2,19,2,10.5,0,0,9.6,"https://fbref.com/en/players/67f649be/Ionut-Radu"
2024,"Bournemouth","Premier League","Mark Travers","IRL","GK","24",1999,4,5,1,0,0,0,5,0.23,0,0.01,22,72,30.6,92,13,55.4,41.7,26,80.8,55.6,60,3,5,3,0.75,14.8,"https://fbref.com/en/players/fe558029/Mark-Travers"
2024,"Brentford","Premier League","Mark Flekken","NED","GK","30",1993,36.5,63,2,0,6,0,55.4,0.31,-7.6,-0.21,242,647,37.4,1288,131,36.6,34.5,289,60.9,46.7,568,44,7.7,37,1.01,12.6,"https://fbref.com/en/players/a92ab7be/Mark-Flekken"
2024,"Brentford","Premier League","Thomas Strakosha","ALB","GK","28",1995,1.5,2,0,0,0,0,1.5,0.2,-0.5,-0.3,12,30,40,56,5,41.1,35.8,15,46.7,39.9,37,2,5.4,1,0.67,10,"https://fbref.com/en/players/339fe0e8/Thomas-Strakosha"
2024,"Brest","Ligue 1","Marco Bizot","NED","GK","32",1991,32,34,2,0,4,0,36.2,0.27,2.2,0.07,232,482,48.1,908,134,39.3,35.1,188,66.5,47.3,382,18,4.7,41,1.28,15.7,"https://fbref.com/en/players/3d214e5f/Marco-Bizot"
2024,"Brest","Ligue 1","Grégoire Coudert","FRA","GK","24",1999,2,0,0,0,0,0,0.3,0.07,0.3,0.13,12,36,33.3,70,10,41.4,37.2,10,70,55.4,24,0,0,2,0.99,23,"https://fbref.com/en/players/ca95200f/Gregoire-Coudert"
2024,"Brighton","Premier League","Jason Steele","ENG","GK","32",1990,17,34,3,1,5,2,25.7,0.32,-6.3,-0.37,47,132,35.6,617,69,20.1,26.6,54,14.8,18.8,173,7,4,41,2.41,20.6,"https://fbref.com/en/players/28300a16/Jason-Steele"
2024,"Brighton","Premier League","Bart Verbruggen","NED","GK","20",2002,21,28,3,0,3,0,25.4,0.25,-2.6,-0.12,55,142,38.7,789,117,17.1,24.4,72,9.7,15.7,232,17,7.3,31,1.48,15.8,"https://fbref.com/en/players/cf134113/Bart-Verbruggen"
2024,"Burnley","Premier League","Arijanet Muric","KVX","GK","24",1998,10,16,1,0,1,1,21.7,0.26,6.7,0.67,77,219,35.2,547,54,36.4,34.3,33,60.6,45.1,143,20,14,31,3.1,17.2,"https://fbref.com/en/players/99aa1a84/Arijanet-Muric"
2024,"Burnley","Premier League","James Trafford","ENG","GK","20",2002,28,62,5,0,10,2,54.1,0.3,-5.9,-0.21,138,606,22.8,1332,162,33.9,31.3,198,78.3,54.2,419,30,7.2,43,1.54,15,"https://fbref.com/en/players/259fea27/James-Trafford"
2024,"Cagliari","Serie A","Simone Aresti","ITA","GK","37",1986,0,1,1,0,0,0,1,0,0,-1.21,0,1,0,1,0,100,64,0,NA,NA,3,0,0,0,0,NA,"https://fbref.com/en/players/a9eaccda/Simone-Aresti"
2024,"Cagliari","Serie A","Boris Radunović","SRB","GK","27",1996,7,12,0,0,1,1,10.1,0.38,-0.9,-0.13,41,91,45.1,156,31,35.9,37,66,53,43.8,98,6,6.1,4,0.57,11.2,"https://fbref.com/en/players/0dfce079/Boris-Radunovic"
2024,"Cagliari","Serie A","Simone Scuffet","ITA","GK","27",1996,31,55,3,3,9,2,45.1,0.33,-7.9,-0.25,161,452,35.6,684,106,43.3,37.1,243,64.2,46.9,482,22,4.6,20,0.65,12.1,"https://fbref.com/en/players/41bd99ea/Simone-Scuffet"
2024,"Celta Vigo","La Liga","Vicente Guaita","ESP","GK","36",1987,26.7,39,4,0,5,2,39.7,0.31,2.7,0.1,137,356,38.5,589,134,39.4,35.5,213,58.2,45.3,420,23,5.5,27,1.01,13.3,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
2024,"Celta Vigo","La Liga","Iván Villar","ESP","GK","26",1997,11.3,18,2,0,2,1,16.3,0.31,-0.7,-0.07,39,138,28.3,223,48,35.4,34.4,98,60.2,45.7,136,5,3.7,9,0.8,13.2,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
2024,"Chelsea","Premier League","Đorđe Petrović","SRB","GK","23",1999,22.1,38,1,0,5,3,28.3,0.26,-6.7,-0.3,67,214,31.3,655,97,22.1,27.8,149,46.3,37.8,312,20,6.4,20,0.91,12.7,"https://fbref.com/en/players/0cf321c8/Djordje-Petrovic"
2024,"Chelsea","Premier League","Robert Sánchez","ESP","GK","25",1997,15.9,25,2,0,3,0,24.2,0.28,-0.8,-0.05,61,147,41.5,516,87,21.3,28.1,91,40.7,33.7,202,19,9.4,27,1.7,15.8,"https://fbref.com/en/players/6a713852/Robert-Sanchez"
2024,"Clermont Foot","Ligue 1","Mory Diaw","SEN","GK","30",1993,30,54,6,0,5,1,57.1,0.28,4.1,0.14,206,558,36.9,1065,129,42.8,36.7,176,58,44.5,439,39,8.9,46,1.53,14.4,"https://fbref.com/en/players/f41a69e6/Mory-Diaw"
2024,"Clermont Foot","Ligue 1","Massamba Ndiaye","SEN","GK","21",2001,4,6,1,0,1,0,7.8,0.29,1.8,0.45,20,55,36.4,148,28,29.7,30.9,24,45.8,35.1,75,7,9.3,3,0.75,10.1,"https://fbref.com/en/players/315fe681/Massamba-Ndiaye"
2024,"Crystal Palace","Premier League","Dean Henderson","ENG","GK","26",1997,18,30,1,0,3,1,27.4,0.31,-1.6,-0.09,59,245,24.1,377,52,46.7,38.6,105,65.7,47,246,5,2,17,0.94,13.8,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson"
2024,"Crystal Palace","Premier League","Sam Johnstone","ENG","GK","30",1993,20,27,2,0,4,1,20,0.27,-6,-0.3,117,355,33,453,63,55,41.2,141,75.2,52.8,339,24,7.1,12,0.6,11.2,"https://fbref.com/en/players/9e5708be/Sam-Johnstone"
2024,"Crystal Palace","Premier League","Remi Matthews","ENG","GK","29",1994,0,1,0,0,0,0,0.1,0.15,-0.9,-19.2,0,5,0,4,0,100,53.8,1,100,63,1,1,100,0,0,3.5,"https://fbref.com/en/players/27f4f772/Remi-Matthews"
2024,"Cádiz","La Liga","David Gil","ESP","GK","29",1994,4.1,8,0,0,0,1,5.3,0.26,-1.7,-0.4,51,125,40.8,104,8,76.9,49.3,48,93.8,63.5,91,7,7.7,0,0,7,"https://fbref.com/en/players/fea23125/David-Gil"
2024,"Cádiz","La Liga","Jeremías Ledesma","ARG","GK","30",1993,33.9,47,2,0,6,0,46.4,0.3,-0.6,-0.02,313,785,39.9,897,115,60.4,44,284,85.6,62.1,526,53,10.1,45,1.33,12.9,"https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma"
2024,"Darmstadt 98","Bundesliga","Alexander Brunst","GER","GK","28",1995,3,10,0,0,2,0,6.3,0.37,-3.7,-1.25,33,72,45.8,129,13,41.1,36,21,90.5,59.6,51,3,5.9,9,3,19.1,"https://fbref.com/en/players/99219195/Alexander-Brunst"
2024,"Darmstadt 98","Bundesliga","Marcel Schuhen","GER","GK","30",1993,31,76,1,2,7,2,68,0.34,-6,-0.19,245,618,39.6,1204,182,36.3,34.8,289,62.6,48.5,453,24,5.3,51,1.65,16.5,"https://fbref.com/en/players/5fa2e0cf/Marcel-Schuhen"
2024,"Dortmund","Bundesliga","Gregor Kobel","SUI","GK","25",1997,26.3,34,5,0,9,1,36.8,0.28,3.8,0.14,106,268,39.6,1006,106,19.6,28.1,165,43,38.5,359,7,1.9,17,0.65,12.5,"https://fbref.com/en/players/cd59b9df/Gregor-Kobel"
2024,"Dortmund","Bundesliga","Alexander Meyer","GER","GK","32",1991,7.7,9,0,0,0,1,7.8,0.3,-0.2,-0.03,27,81,33.3,334,29,20.1,28.3,31,45.2,42.1,107,8,7.5,7,0.91,14.5,"https://fbref.com/en/players/b56dd813/Alexander-Meyer"
2024,"Eint Frankfurt","Bundesliga","Jens Grahl","GER","GK","34",1988,2,2,0,0,0,0,1.4,0.15,-0.6,-0.31,4,29,13.8,77,15,31.2,34.4,15,33.3,37.9,33,4,12.1,4,2,15.7,"https://fbref.com/en/players/f26dee6b/Jens-Grahl"
2024,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","33",1990,32,48,9,0,4,0,48.3,0.28,0.3,0.01,102,361,28.3,949,137,28.9,29.8,212,41,36.2,452,16,3.5,30,0.94,15.2,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
2024,"Empoli","Serie A","Etrit Berisha","ALB","GK","34",1989,14,25,2,0,5,1,20.7,0.24,-3.3,-0.24,44,184,23.9,400,75,34.8,33,90,50,40.8,236,11,4.7,10,0.71,12.4,"https://fbref.com/en/players/ee833569/Etrit-Berisha"
2024,"Empoli","Serie A","Elia Caprile","ITA","GK","21",2001,23,27,4,0,5,0,27.6,0.22,0.6,0.02,117,350,33.4,657,137,40.3,36.8,159,53.5,45.1,391,31,7.9,20,0.87,13.3,"https://fbref.com/en/players/97d7afbd/Elia-Caprile"
2024,"Empoli","Serie A","Samuele Perisan","ITA","GK","25",1997,1,2,0,0,0,0,0.7,0.14,-1.3,-1.32,1,8,12.5,22,8,27.3,26.3,12,16.7,29.6,18,0,0,1,1,21,"https://fbref.com/en/players/00a17eba/Samuele-Perisan"
2024,"Everton","Premier League","Jordan Pickford","ENG","GK","29",1994,38,51,8,0,9,3,52.4,0.28,4.4,0.12,360,901,40,1297,141,56.7,41.6,273,60.8,48.3,570,30,5.3,54,1.42,15.9,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
2024,"Fiorentina","Serie A","Oliver Christensen","DEN","GK","24",1999,4,9,2,0,0,0,4.7,0.15,-4.3,-1.08,23,61,37.7,170,15,31.8,31,20,35,33.7,32,1,3.1,9,2.25,19.5,"https://fbref.com/en/players/af104654/Oliver-Christensen"
2024,"Fiorentina","Serie A","Tommaso Martinelli","ITA","GK","17",2006,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/968ddd14/Tommaso-Martinelli"
2024,"Fiorentina","Serie A","Pietro Terracciano","ITA","GK","33",1990,33,35,6,3,5,0,40.2,0.27,5.2,0.16,164,382,42.9,1051,120,29,32.1,176,43.8,38.2,307,7,2.3,23,0.7,14.6,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano"
2024,"Freiburg","Bundesliga","Noah Atubolu","GER","GK","21",2002,34,58,3,1,5,1,50,0.3,-7,-0.21,193,568,34,1148,160,35.4,34.2,241,67.2,50.7,485,31,6.4,30,0.88,13.6,"https://fbref.com/en/players/dbd1b101/Noah-Atubolu"
2024,"Frosinone","Serie A","Michele Cerofolini","ITA","GK","24",1999,7.5,11,0,0,1,1,5.9,0.22,-4.1,-0.55,18,100,18,171,28,47.4,37.2,38,50,42.8,126,4,3.2,7,0.93,14.3,"https://fbref.com/en/players/efdeaff3/Michele-Cerofolini"
2024,"Frosinone","Serie A","Stefano Turati","ITA","GK","21",2001,30.5,58,5,0,10,1,47.5,0.28,-9.5,-0.31,72,316,22.8,919,147,27.3,29.2,144,45.1,38.8,412,18,4.4,19,0.62,13.7,"https://fbref.com/en/players/bf168004/Stefano-Turati"
2024,"Fulham","Premier League","Bernd Leno","GER","GK","31",1992,38,61,8,2,3,4,55.7,0.26,-1.3,-0.03,144,439,32.8,1372,167,23.7,28.5,201,56.7,44.7,472,19,4,40,1.05,14.2,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
2024,"Genoa","Serie A","Nicola Leali","ITA","GK","30",1993,2,2,0,0,0,0,2.8,0.31,0.8,0.4,18,48,37.5,62,3,69.4,44.7,10,50,40.6,27,2,7.4,1,0.51,15.2,"https://fbref.com/en/players/5f9970a0/Nicola-Leali"
