"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Url"
2024,"Torino","Serie A","Valentino Lazaro","AUT","DF,MF","27",1996,22.2,839,1106,75.9,13621,4761,425,467,91,323,426,75.8,63,143,44.1,4,2.9,2.9,1.1,34,64,32,16,94,"https://fbref.com/en/players/016ff750/Valentino-Lazaro"
2024,"Torino","Serie A","Karol Linetty","POL","MF","28",1995,20.6,755,884,85.4,12771,3517,367,412,89.1,308,343,89.8,62,84,73.8,0,0.8,0.7,-0.8,15,79,6,1,87,"https://fbref.com/en/players/d023d70f/Karol-Linetty"
2024,"Torino","Serie A","Matteo Lovato","ITA","DF","23",2000,6,243,272,89.3,4102,968,95,106,89.6,135,147,91.8,7,11,63.6,0,0,0,0,0,6,0,0,4,"https://fbref.com/en/players/5fa57166/Matteo-Lovato"
2024,"Torino","Serie A","Adam Masina","MAR","DF","29",1994,11.4,557,652,85.4,9669,4033,236,259,91.1,275,317,86.8,37,61,60.7,0,0.2,0.4,-0.2,3,35,4,0,42,"https://fbref.com/en/players/de0f152c/Adam-Masina"
2024,"Torino","Serie A","Vanja Milinković-Savić","SRB","GK","26",1997,36,984,1536,64.1,30924,23394,132,133,99.2,485,489,99.2,367,904,40.6,0,0,0.1,0,0,45,0,0,0,"https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic"
2024,"Torino","Serie A","David Okereke","NGA","FW,MF","25",1997,2.8,72,92,78.3,1089,175,31,38,81.6,37,42,88.1,1,3,33.3,0,0.1,0.3,-0.1,2,0,1,1,7,"https://fbref.com/en/players/d125f22f/David-Okereke"
2024,"Torino","Serie A","Pietro Pellegri","ITA","FW","22",2001,8.4,86,138,62.3,1094,113,60,81,74.1,16,30,53.3,4,7,57.1,1,0.3,0.1,0.7,4,3,0,0,8,"https://fbref.com/en/players/a44d3a3c/Pietro-Pellegri"
2024,"Torino","Serie A","Nemanja Radonjić","SRB","MF,FW","27",1996,4.2,57,89,64,838,199,33,46,71.7,16,23,69.6,5,10,50,0,0.2,0.3,-0.2,3,4,3,2,7,"https://fbref.com/en/players/0630eb63/Nemanja-Radonjic"
2024,"Torino","Serie A","Samuele Ricci","ITA","MF","21",2001,26.6,1121,1310,85.6,18378,4368,524,574,91.3,496,551,90,71,117,60.7,2,2.3,2.4,-0.3,26,103,24,4,122,"https://fbref.com/en/players/9823be92/Samuele-Ricci"
2024,"Torino","Serie A","Ricardo Rodríguez","SUI","DF","30",1992,30.8,1401,1677,83.5,23641,8173,669,708,94.5,584,689,84.8,117,213,54.9,2,1.4,1.8,0.6,20,119,25,12,127,"https://fbref.com/en/players/7f78ad23/Ricardo-Rodriguez"
2024,"Torino","Serie A","Antonio Sanabria","PAR","FW,MF","27",1996,23.7,494,624,79.2,7261,1214,287,339,84.7,143,177,80.8,33,47,70.2,0,1.4,0.9,-1.4,15,39,10,1,57,"https://fbref.com/en/players/0a447501/Antonio-Sanabria"
2024,"Torino","Serie A","Zanos Savva","CYP","DF,MF","17",2005,0.3,5,11,45.5,95,9,1,2,50,4,6,66.7,0,3,0,0,0,0,0,0,0,0,0,1,"https://fbref.com/en/players/82f8d2f4/Zanos-Savva"
2024,"Torino","Serie A","Saba Sazonov","GEO","DF","21",2002,4,163,187,87.2,3225,887,53,55,96.4,88,97,90.7,21,29,72.4,0,0,0,0,1,4,0,0,8,"https://fbref.com/en/players/645dffbf/Saba-Sazonov"
2024,"Torino","Serie A","Perr Schuurs","NED","DF","23",1999,8.6,359,406,88.4,6478,1868,141,155,91,187,199,94,27,41,65.9,0,0,0.4,0,0,17,1,1,19,"https://fbref.com/en/players/e613313c/Perr-Schuurs"
2024,"Torino","Serie A","Demba Seck","SEN","MF","22",2001,4.7,82,109,75.2,1195,260,44,54,81.5,32,38,84.2,3,4,75,0,0.1,0.2,-0.1,2,9,4,0,12,"https://fbref.com/en/players/16463a79/Demba-Seck"
2024,"Torino","Serie A","Brandon Soppy","FRA","DF","21",2002,2,68,92,73.9,1009,330,38,42,90.5,22,32,68.8,5,9,55.6,0,0.1,0.1,-0.1,1,3,3,1,6,"https://fbref.com/en/players/28f66c2e/Brandon-Soppy"
2024,"Torino","Serie A","Adrien Tameze","CMR","DF,MF","29",1994,23.8,1106,1276,86.7,18937,5466,462,506,91.3,549,605,90.7,68,101,67.3,2,2.2,1.2,-0.2,19,81,10,3,90,"https://fbref.com/en/players/8da74c05/Adrien-Tameze"
2024,"Torino","Serie A","Simone Verdi","ITA","FW","31",1992,0,1,1,100,7,5,1,1,100,0,0,NA,0,0,NA,0,0.1,0,-0.1,1,0,0,0,0,"https://fbref.com/en/players/0375723e/Simone-Verdi"
2024,"Torino","Serie A","Nikola Vlašić","CRO","MF,FW","25",1997,29,806,998,80.8,11878,3431,442,509,86.8,291,348,83.6,37,61,60.7,2,2.9,3.6,-0.9,35,96,31,9,150,"https://fbref.com/en/players/aa8e289e/Nikola-Vlasic"
2024,"Torino","Serie A","Mërgim Vojvoda","KVX","DF","28",1995,15.3,762,964,79,13248,4831,328,370,88.6,342,416,82.2,67,130,51.5,3,1.4,1.5,1.6,18,54,30,5,91,"https://fbref.com/en/players/be2706c0/Mergim-Vojvoda"
2024,"Torino","Serie A","Duván Zapata","COL","FW","32",1991,32,492,752,65.4,7145,1154,289,393,73.5,139,212,65.6,32,57,56.1,4,3,1.5,1,27,31,13,0,52,"https://fbref.com/en/players/d3de9af0/Duvan-Zapata"
2024,"Torino","Serie A","David Zima","CZE","DF","22",2000,1,36,43,83.7,679,120,10,11,90.9,23,26,88.5,2,5,40,0,0,0,0,0,0,0,0,1,"https://fbref.com/en/players/acf7e795/David-Zima"
2024,"Tottenham","Premier League","Rodrigo Bentancur","URU","MF","26",1997,11.2,674,800,84.3,10011,2610,384,426,90.1,244,282,86.5,29,41,70.7,1,0.5,1.1,0.5,8,69,11,1,72,"https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur"
2024,"Tottenham","Premier League","Yves Bissouma","MLI","MF","26",1996,23,1689,1842,91.7,25078,7214,948,1006,94.2,607,651,93.2,68,84,81,0,0.4,1.7,-0.4,11,156,12,0,169,"https://fbref.com/en/players/6c203af0/Yves-Bissouma"
2024,"Tottenham","Premier League","Ben Davies","WAL","DF","30",1993,12.1,766,850,90.1,13839,5258,303,324,93.5,388,413,93.9,60,81,74.1,0,0.4,0.6,-0.4,4,80,4,0,71,"https://fbref.com/en/players/44781702/Ben-Davies"
2024,"Tottenham","Premier League","Eric Dier","ENG","DF","29",1994,2.2,125,141,88.7,2070,1037,52,57,91.2,69,72,95.8,3,10,30,0,0,0,0,0,3,0,0,3,"https://fbref.com/en/players/ac861941/Eric-Dier"
2024,"Tottenham","Premier League","Jamie Donley","ENG","FW","18",2005,0,1,1,100,14,0,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5e4d9b48/Jamie-Donley"
2024,"Tottenham","Premier League","Radu Drăgușin","ROU","DF","21",2002,4.8,326,370,88.1,5633,1782,130,148,87.8,185,198,93.4,8,16,50,0,0,0,0,0,10,0,0,8,"https://fbref.com/en/players/620922ed/Radu-Dragusin"
2024,"Tottenham","Premier League","Emerson","BRA","DF","24",1999,12.9,937,1038,90.3,13652,3714,529,558,94.8,339,362,93.6,32,45,71.1,0,0.4,0.9,-0.4,3,42,7,2,57,"https://fbref.com/en/players/df8b52a5/Emerson"
2024,"Tottenham","Premier League","Bryan Gil","ESP","FW,MF","22",2001,2.3,127,157,80.9,1809,344,69,81,85.2,54,62,87.1,1,2,50,0,0.2,0.3,-0.2,4,6,8,1,16,"https://fbref.com/en/players/7b5ab7f2/Bryan-Gil"
2024,"Tottenham","Premier League","Son Heung-min","KOR","FW","31",1992,32.6,887,1075,82.5,12123,2822,531,609,87.2,297,338,87.9,23,38,60.5,10,11.8,8.3,-1.8,68,40,65,2,139,"https://fbref.com/en/players/92e7e919/Son-Heung-min"
2024,"Tottenham","Premier League","Pierre Højbjerg","DEN","MF","27",1995,14.6,1234,1415,87.2,20132,7286,652,718,90.8,440,480,91.7,100,142,70.4,0,1.2,1.5,-1.2,9,160,12,1,134,"https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg"
2024,"Tottenham","Premier League","Brennan Johnson","WAL","FW","22",2001,23.2,519,728,71.3,7315,1778,333,405,82.2,158,217,72.8,15,45,33.3,10,8.1,4.5,1.9,45,32,39,10,72,"https://fbref.com/en/players/0cd31129/Brennan-Johnson"
2024,"Tottenham","Premier League","Dejan Kulusevski","SWE","FW,MF","23",2000,30.7,953,1234,77.2,13509,3584,610,700,87.1,279,363,76.9,39,72,54.2,3,7.7,6.7,-4.7,66,55,73,19,144,"https://fbref.com/en/players/df3cda47/Dejan-Kulusevski"
2024,"Tottenham","Premier League","Giovani Lo Celso","ARG","MF","27",1996,5.6,449,503,89.3,6799,2073,244,260,93.8,153,165,92.7,33,45,73.3,2,1.9,1.9,0.1,18,44,14,3,68,"https://fbref.com/en/players/d7553721/Giovani-Lo-Celso"
2024,"Tottenham","Premier League","James Maddison","ENG","MF","26",1996,23.7,1210,1500,80.7,19513,6251,631,684,92.3,457,557,82,94,180,52.2,9,5.9,6.3,3.1,67,130,59,3,224,"https://fbref.com/en/players/ee38d9c5/James-Maddison"
2024,"Tottenham","Premier League","Pape Matar Sarr","SEN","MF","20",2002,23,1179,1349,87.4,17118,4177,662,718,92.2,402,453,88.7,52,77,67.5,3,2.2,2.1,0.8,20,108,23,4,150,"https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr"
2024,"Tottenham","Premier League","Mikey Moore","ENG","MF","15",2007,0,4,5,80,51,11,3,4,75,1,1,100,0,0,NA,0,0,0,0,0,0,0,0,1,"https://fbref.com/en/players/00953a9d/Mikey-Moore"
2024,"Tottenham","Premier League","Ivan Perišić","CRO","FW","34",1989,1.1,53,76,69.7,828,363,31,39,79.5,14,22,63.6,7,13,53.8,1,0.9,0.7,0.1,5,4,6,2,9,"https://fbref.com/en/players/6fe90922/Ivan-Perisic"
2024,"Tottenham","Premier League","Pedro Porro","ESP","DF","23",1999,34.3,1806,2369,76.2,27440,10519,1057,1171,90.3,579,745,77.7,121,297,40.7,7,7.2,6,-0.2,51,135,48,10,194,"https://fbref.com/en/players/27d0a506/Pedro-Porro"
2024,"Tottenham","Premier League","Richarlison","BRA","FW","26",1997,16.6,267,392,68.1,3761,956,153,193,79.3,85,119,71.4,10,15,66.7,4,2.1,1.4,1.9,15,21,13,1,38,"https://fbref.com/en/players/fa031b34/Richarlison"
2024,"Tottenham","Premier League","Cristian Romero","ARG","DF","25",1998,31,2390,2606,91.7,41458,16198,966,1035,93.3,1279,1341,95.4,111,158,70.3,0,0.4,1.5,-0.4,7,189,14,0,179,"https://fbref.com/en/players/a3d94a58/Cristian-Romero"
2024,"Tottenham","Premier League","Davinson Sánchez","COL","DF","27",1996,0.9,68,75,90.7,1045,377,37,38,97.4,27,29,93.1,3,6,50,0,0,0,0,0,13,0,0,2,"https://fbref.com/en/players/da7b447d/Davinson-Sanchez"
2024,"Tottenham","Premier League","Dane Scarlett","ENG","FW","19",2004,0.2,2,3,66.7,25,16,1,1,100,1,2,50,0,0,NA,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/21945a9e/Dane-Scarlett"
2024,"Tottenham","Premier League","Oliver Skipp","ENG","MF,DF","22",2000,7.9,351,383,91.6,5258,1454,199,210,94.8,123,131,93.9,19,24,79.2,0,0.6,0.5,-0.6,7,37,3,0,37,"https://fbref.com/en/players/6250083a/Oliver-Skipp"
2024,"Tottenham","Premier League","Manor Solomon","ISR","FW","24",1999,2.2,78,90,86.7,1105,196,45,48,93.8,28,35,80,3,4,75,2,0.8,0.8,1.2,12,3,7,1,11,"https://fbref.com/en/players/886f9aac/Manor-Solomon"
2024,"Tottenham","Premier League","Destiny Udogie","ITA","DF","20",2002,26.6,1235,1440,85.8,16731,5145,775,844,91.8,400,460,87,19,33,57.6,3,2.2,2,0.8,24,115,13,0,155,"https://fbref.com/en/players/7cd520e8/Destiny-Udogie"
2024,"Tottenham","Premier League","Alejo Véliz","ARG","FW","19",2003,0.6,5,10,50,91,5,2,4,50,2,2,100,1,1,100,0,0,0,0,0,0,0,0,1,"https://fbref.com/en/players/3f7bafbe/Alejo-Veliz"
2024,"Tottenham","Premier League","Micky van de Ven","NED","DF","22",2001,26,1698,1810,93.8,29840,10172,674,698,96.6,894,941,95,99,124,79.8,0,0,0.3,0,1,121,3,0,108,"https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven"
2024,"Tottenham","Premier League","Guglielmo Vicario","ITA","GK","26",1996,38,1335,1569,85.1,25924,15175,445,448,99.3,748,766,97.7,133,340,39.1,0,0,0,0,0,5,0,0,3,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario"
2024,"Tottenham","Premier League","Timo Werner","GER","FW","27",1996,9,281,366,76.8,4049,863,163,189,86.2,108,138,78.3,6,12,50,3,2.7,2.9,0.3,15,9,20,5,41,"https://fbref.com/en/players/49fe9070/Timo-Werner"
2024,"Toulouse","Ligue 1","Zakaria Aboukhlal","MAR","MF,FW","23",2000,8.4,140,196,71.4,2025,599,70,95,73.7,53,66,80.3,6,8,75,0,0.2,1.1,-0.2,5,10,9,1,20,"https://fbref.com/en/players/c2a6033c/Zakaria-Aboukhlal"
2024,"Toulouse","Ligue 1","Shavy Babicka","GAB","FW,MF","23",2000,4.1,77,127,60.6,1188,236,41,58,70.7,27,45,60,5,6,83.3,0,0.1,0.4,-0.1,2,3,7,3,8,"https://fbref.com/en/players/c6f0d5d4/Shavy-Babicka"
2024,"Toulouse","Ligue 1","Mamady Bangré","BFA","FW,MF","22",2001,1.1,59,74,79.7,791,234,27,32,84.4,21,26,80.8,2,4,50,1,0.7,0.6,0.3,6,2,5,2,9,"https://fbref.com/en/players/69e930e4/Mamady-Bangre"
2024,"Toulouse","Ligue 1","Yanis Begraoui","MAR","FW,MF","22",2001,3.3,70,97,72.2,881,201,37,45,82.2,26,36,72.2,0,2,0,0,0.1,0.1,-0.1,2,8,1,0,8,"https://fbref.com/en/players/5e6355f8/Yanis-Begraoui"
2024,"Toulouse","Ligue 1","Cristian Cásseres Jr.","VEN","MF","23",2000,21.6,837,1030,81.3,14686,3969,366,424,86.3,376,432,87,79,128,61.7,3,1.7,2,1.3,15,65,5,2,87,"https://fbref.com/en/players/f86fe8c1/Cristian-Casseres-Jr"
2024,"Toulouse","Ligue 1","Fares Chaïbi","ALG","FW,MF","20",2002,0.6,28,40,70,472,135,12,14,85.7,10,14,71.4,3,8,37.5,1,0.2,0.2,0.8,2,3,2,0,5,"https://fbref.com/en/players/357103bd/Fares-Chaibi"
2024,"Toulouse","Ligue 1","Ibrahim Cissoko","NED","FW,MF","20",2003,2.7,89,116,76.7,1398,357,50,57,87.7,27,39,69.2,7,10,70,1,0.4,0.7,0.6,6,7,9,7,12,"https://fbref.com/en/players/abddf25d/Ibrahim-Cissoko"
2024,"Toulouse","Ligue 1","Logan Costa","CPV","DF","22",2001,29.4,1491,1784,83.6,29121,12198,511,559,91.4,768,868,88.5,181,302,59.9,1,0.6,0.7,0.4,6,129,6,2,145,"https://fbref.com/en/players/bfb2056e/Logan-Costa"
2024,"Toulouse","Ligue 1","Thijs Dallinga","NED","FW","22",2000,27.9,416,621,67,5875,1080,245,343,71.4,117,174,67.2,22,38,57.9,2,1.2,1.8,0.8,17,19,15,2,38,"https://fbref.com/en/players/b70afb45/Thijs-Dallinga"
2024,"Toulouse","Ligue 1","Mikkel Desler","DEN","DF","28",1995,17.2,788,944,83.5,11478,3595,440,489,90,288,342,84.2,26,53,49.1,1,0.7,1.1,0.3,8,49,5,2,81,"https://fbref.com/en/players/1d5c96f8/Mikkel-Desler"
2024,"Toulouse","Ligue 1","Moussa Diarra","MLI","DF","22",2000,15.5,550,680,80.9,9600,3899,223,266,83.8,282,326,86.5,34,57,59.6,2,1.1,0.9,0.9,10,56,19,4,70,"https://fbref.com/en/players/698f11e3/Moussa-Diarra"
2024,"Toulouse","Ligue 1","Aron Dønnum","NOR","FW,MF","25",1998,17.7,428,571,75,7389,2129,214,261,82,154,197,78.2,49,78,62.8,1,2.1,3,-1.1,24,36,23,2,66,"https://fbref.com/en/players/10cff752/Aron-Donnum"
2024,"Toulouse","Ligue 1","Yann Gboho","FRA","MF,FW","22",2001,13.3,211,285,74,2980,816,124,152,81.6,69,86,80.2,6,10,60,2,1.7,1.7,0.3,18,24,18,1,48,"https://fbref.com/en/players/6be41a31/Yann-Gboho"
2024,"Toulouse","Ligue 1","Gelabert","ESP","MF,FW","22",2000,8.4,275,356,77.2,4479,1182,143,181,79,101,120,84.2,21,32,65.6,2,1.3,1,0.7,15,21,6,1,33,"https://fbref.com/en/players/ed55b838/Gelabert"
2024,"Toulouse","Ligue 1","Denis Genreau","AUS","MF,FW","24",1999,5.2,148,205,72.2,2232,715,87,111,78.4,47,60,78.3,9,13,69.2,0,0.4,0.4,-0.4,6,16,3,1,14,"https://fbref.com/en/players/badcdcae/Denis-Genreau"
2024,"Toulouse","Ligue 1","Waren Kamanzi","NOR","DF,FW","22",2000,13.2,502,604,83.1,7724,2412,275,315,87.3,199,238,83.6,20,31,64.5,3,2.5,2.3,0.5,12,38,10,1,56,"https://fbref.com/en/players/a426a912/Waren-Kamanzi"
2024,"Toulouse","Ligue 1","Kévin Keben Biakolo","CMR","DF","19",2004,5.8,209,260,80.4,3723,1447,91,104,87.5,102,117,87.2,15,32,46.9,0,0.1,0.1,-0.1,3,13,0,0,13,"https://fbref.com/en/players/c43a8336/Kevin-Keben-Biakolo"
2024,"Toulouse","Ligue 1","Frank Magri","CMR","FW,MF","23",1999,16,231,333,69.4,3287,906,126,164,76.8,86,124,69.4,4,12,33.3,2,1.6,1.1,0.4,14,21,13,4,34,"https://fbref.com/en/players/42fdb11d/Frank-Magri"
2024,"Toulouse","Ligue 1","Christian Mawissa","FRA","DF","18",2005,12.4,511,617,82.8,8500,2791,234,261,89.7,243,280,86.8,27,59,45.8,0,0.3,0.4,-0.3,3,28,4,1,39,"https://fbref.com/en/players/2c70d915/Christian-Mawissa"
2024,"Toulouse","Ligue 1","Rasmus Nicolaisen","DEN","DF","26",1997,32.5,1426,1679,84.9,27959,10332,450,513,87.7,822,897,91.6,143,242,59.1,0,0.6,0.5,-0.6,5,71,2,0,95,"https://fbref.com/en/players/3f319bb9/Rasmus-Nicolaisen"
2024,"Toulouse","Ligue 1","Guillaume Restes","FRA","GK","18",2005,34,666,897,74.2,16109,10808,173,174,99.4,333,342,97.4,156,373,41.8,0,0,0,0,0,3,1,0,0,"https://fbref.com/en/players/6b91b999/Guillaume-Restes"
2024,"Toulouse","Ligue 1","Niklas Schmidt","GER","MF","25",1998,14.1,679,840,80.8,13440,4232,263,306,85.9,296,337,87.8,107,159,67.3,1,2.4,2.6,-1.4,28,80,16,7,106,"https://fbref.com/en/players/b9ae8560/Niklas-Schmidt"
2024,"Toulouse","Ligue 1","Vincent Sierro","SUI","MF","27",1995,25.1,1020,1316,77.5,19618,6153,366,431,84.9,500,583,85.8,129,239,54,2,2.3,2.8,-0.3,32,134,24,5,135,"https://fbref.com/en/players/92ffb8f9/Vincent-Sierro"
2024,"Toulouse","Ligue 1","Naatan Skyttä","FIN","MF,FW","21",2002,1.3,56,61,91.8,923,263,25,26,96.2,25,27,92.6,4,4,100,0,0.6,0.2,-0.6,5,5,3,1,12,"https://fbref.com/en/players/d7547531/Naatan-Skytta"
2024,"Toulouse","Ligue 1","Stijn Spierings","NED","MF","27",1996,16.8,944,1089,86.7,16872,5521,412,455,90.5,397,434,91.5,105,146,71.9,1,0.6,1,0.4,14,144,8,0,157,"https://fbref.com/en/players/a08985b8/Stijn-Spierings"
2024,"Toulouse","Ligue 1","Gabriel Suazo","CHI","DF","25",1997,26.2,1163,1482,78.5,18986,6659,566,644,87.9,491,614,80,79,149,53,4,3,4.1,1,43,72,45,11,114,"https://fbref.com/en/players/39b326ed/Gabriel-Suazo"
2024,"Udinese","Serie A","Marley Aké","FRA","FW","22",2001,0.1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/414e1f69/Marley-Ake"
2024,"Udinese","Serie A","Beto","GNB","FW","25",1998,0.8,10,11,90.9,128,26,7,8,87.5,3,3,100,0,0,NA,0,0.3,0,-0.3,6,1,0,0,2,"https://fbref.com/en/players/ed5c0319/Beto"
2024,"Udinese","Serie A","Jaka Bijol","SVN","DF","24",1999,23.2,645,822,78.5,13456,5996,198,231,85.7,342,396,86.4,99,176,56.3,0,0.2,0.5,-0.2,3,40,2,0,42,"https://fbref.com/en/players/6fdac234/Jaka-Bijol"
2024,"Udinese","Serie A","Brenner","BRA","MF,FW","23",2000,2.1,47,54,87,846,186,23,23,100,19,21,90.5,4,6,66.7,0,0,0,0,2,6,0,0,8,"https://fbref.com/en/players/279508bf/Brenner"
2024,"Udinese","Serie A","Keinan Davis","ENG","FW,MF","25",1998,2.1,36,50,72,512,122,20,26,76.9,14,16,87.5,1,1,100,0,0.1,0.2,-0.1,3,3,2,0,6,"https://fbref.com/en/players/9deaf2c8/Keinan-Davis"
2024,"Udinese","Serie A","Festy Ebosele","IRL","DF","20",2002,18.9,278,419,66.3,4631,1636,140,182,76.9,98,149,65.8,27,51,52.9,0,1.8,1.5,-1.8,15,22,11,5,35,"https://fbref.com/en/players/dbfa4f16/Festy-Ebosele"
2024,"Udinese","Serie A","Enzo Ebosse","CMR","DF","24",1999,0.1,12,15,80,222,57,4,4,100,7,9,77.8,1,2,50,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/9ba7b4fa/Enzo-Ebosse"
2024,"Udinese","Serie A","Kingsley Ehizibue","NED","DF","28",1995,10.6,175,257,68.1,2722,928,100,119,84,57,84,67.9,11,25,44,1,0.7,0.5,0.3,8,10,7,5,15,"https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue"
2024,"Udinese","Serie A","João Ferreira","POR","DF","22",2001,20.2,649,858,75.6,12106,5431,282,325,86.8,263,326,80.7,88,158,55.7,1,0.9,0.9,0.1,13,60,11,6,61,"https://fbref.com/en/players/fb37a645/Joao-Ferreira"
2024,"Udinese","Serie A","Lautaro Gianetti","ARG","DF","29",1993,7,263,300,87.7,5442,2072,73,80,91.3,151,164,92.1,36,48,75,0,0.1,0.1,-0.1,1,7,0,0,4,"https://fbref.com/en/players/e08ac719/Lautaro-Gianetti"
2024,"Udinese","Serie A","Axel Guessand","FRA","DF","18",2004,0.5,21,27,77.8,471,141,5,7,71.4,14,16,87.5,2,4,50,0,0,0,0,0,3,0,0,1,"https://fbref.com/en/players/e04dca4a/Axel-Guessand"
2024,"Udinese","Serie A","Christian Kabasele","BEL","DF","32",1991,9.6,257,314,81.8,4608,1602,100,113,88.5,127,147,86.4,21,36,58.3,1,0.5,0,0.5,2,22,0,0,22,"https://fbref.com/en/players/914ab9a1/Christian-Kabasele"
2024,"Udinese","Serie A","Hassane Kamara","CIV","DF","29",1994,24.7,600,818,73.3,9975,4049,293,337,86.9,239,311,76.8,52,114,45.6,1,2.8,1.8,-1.8,21,42,25,17,81,"https://fbref.com/en/players/19a12bed/Hassane-Kamara"
2024,"Udinese","Serie A","Thomas Kristensen","DEN","DF","21",2002,23.3,662,863,76.7,12745,5457,262,307,85.3,316,399,79.2,77,132,58.3,1,0.4,0.2,0.6,4,33,2,0,47,"https://fbref.com/en/players/fadf9a05/Thomas-Kristensen"
2024,"Udinese","Serie A","Sandi Lovrić","SVN","MF","25",1998,22.1,543,718,75.6,9199,2859,265,309,85.8,189,232,81.5,61,120,50.8,3,3.3,3,-0.3,43,65,12,7,80,"https://fbref.com/en/players/966eea58/Sandi-Lovric"
2024,"Udinese","Serie A","Lorenzo Lucca","ITA","FW","22",2000,28.8,271,454,59.7,3830,448,139,220,63.2,93,149,62.4,15,21,71.4,4,1.6,0.6,2.4,20,14,5,0,18,"https://fbref.com/en/players/83c06f3a/Lorenzo-Lucca"
2024,"Udinese","Serie A","Adam Masina","MAR","DF","29",1994,0.7,22,30,73.3,345,153,12,15,80,8,9,88.9,2,4,50,0,0,0,0,0,0,0,0,1,"https://fbref.com/en/players/de0f152c/Adam-Masina"
2024,"Udinese","Serie A","Maduka Okoye","NGA","GK","23",1999,21,275,451,61,9258,7764,68,68,100,90,90,100,116,285,40.7,0,0,0,0,0,10,0,0,0,"https://fbref.com/en/players/ab5c36dd/Maduka-Okoye"
2024,"Udinese","Serie A","Simone Pafundi","ITA","MF","17",2006,0.1,5,6,83.3,67,18,1,1,100,3,3,100,0,1,0,0,0,0.1,0,0,0,1,0,1,"https://fbref.com/en/players/8daee720/Simone-Pafundi"
2024,"Udinese","Serie A","Martín Payero","ARG","MF","24",1998,20,413,547,75.5,6151,1792,228,267,85.4,144,191,75.4,26,53,49.1,2,1.1,0.9,0.9,14,52,6,3,71,"https://fbref.com/en/players/bdbff2b5/Martin-Payero"
2024,"Udinese","Serie A","Roberto Pereyra","ARG","FW,MF","32",1991,20.6,472,598,78.9,7424,2531,252,287,87.8,172,210,81.9,33,49,67.3,3,1.9,2,1.1,25,49,21,6,70,"https://fbref.com/en/players/75f2c59f/Roberto-Pereyra"
2024,"Udinese","Serie A","Nehuén Pérez","ARG","DF","23",2000,36,1267,1599,79.2,24513,9872,481,540,89.1,617,713,86.5,155,303,51.2,0,0.2,0.4,-0.2,7,114,8,3,119,"https://fbref.com/en/players/f7c491f1/Nehuen-Perez"
2024,"Udinese","Serie A","Domingos Quina","POR","MF","23",1999,0.1,1,1,100,13,10,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,"https://fbref.com/en/players/41fb0f4e/Domingos-Quina"
2024,"Udinese","Serie A","Lazar Samardzic","SRB","MF","21",2002,26.4,733,987,74.3,13441,4485,341,392,87,246,316,77.8,122,221,55.2,2,5.5,5,-3.5,62,86,15,4,83,"https://fbref.com/en/players/217c93a1/Lazar-Samardzic"
2024,"Udinese","Serie A","Vivaldo Semedo","POR","FW","18",2005,0.1,0,1,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b6baba31/Vivaldo-Semedo"
2024,"Udinese","Serie A","Marco Silvestri","ITA","GK","32",1991,17,324,451,71.8,8621,6421,69,71,97.2,173,178,97.2,82,201,40.8,0,0,0,0,0,2,0,0,0,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
2024,"Udinese","Serie A","Isaac Success","NGA","FW,MF","27",1996,9.8,130,204,63.7,1955,467,76,111,68.5,35,47,74.5,11,21,52.4,1,1.1,0.6,-0.1,11,16,4,0,17,"https://fbref.com/en/players/f573a8bf/Isaac-Success"
2024,"Udinese","Serie A","Florian Thauvin","FRA","FW","30",1993,19,385,548,70.3,6704,2190,189,231,81.8,131,179,73.2,49,91,53.8,3,4.2,4.1,-1.2,38,41,39,16,69,"https://fbref.com/en/players/2b9fdeea/Florian-Thauvin"
2024,"Udinese","Serie A","Antonio Tikvić","CRO","DF","19",2004,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d1ac669b/Antonio-Tikvic"
